RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
2001.0716C,3/14/2002,Approved,,Approved
2001.0716V,3/14/2002,Approved,,Approved
2001.0717D,8/28/2002,Withdawn,,Withdawn
2001.0718C,12/20/2001,Approved,16317,Approved
2001.0719C,1/10/2002,Approved,16326,Approved
2001.0721C,12/20/2001,Approved,,Approved
2001.0726A,11/9/2006,Cancelled,,Cancelled
2001.0728D,9/10/2001,Withdawn,,Withdawn
2001.0729D,9/13/2002,Approved,,Approved
2001.0732A,8/24/2001,Approved,,Approved
2001.0742V,9/26/2001,Approved,,Approved
2001.0744C,12/13/2001,Approved,,Approved
2001.0749C,10/4/2001,Approved,,Approved
2001.0755V,9/26/2001,Approved,,Approved
2001.0758D,8/16/2001,Approved,,Approved
2001.0759V,9/26/2001,Approved,,Approved
2001.0761D,11/15/2001,Approved,,Approved
2001.0762C,12/20/2001,Approved,,Approved
2001.0765D,2/7/2002,Disapproved,,Disapproved
2001.0766D,9/13/2001,Approved,,Approved
2001.0767A,10/25/2001,Approved,,Approved
2001.0771V,9/26/2001,Approved,,Approved
2001.0772C,3/3/2005,Approved,16957,Approved
2001.0773D,10/11/2001,Approved,,Approved
2001.0774D,3/24/2005,Cancelled,,Cancelled
2001.0775C,4/18/2002,Withdawn,,Withdawn
2001.0780D,11/15/2001,Approved,,Approved
2001.0781C,10/25/2001,Approved,,Approved
2001.0782D,1/17/2002,Withdawn,,Withdawn
2001.0783C,9/13/2002,Withdawn,,Withdawn
2001.0784D,11/15/2001,Approved,,Approved
2001.0785A,5/14/2002,Approved,,Approved
2001.0787D,12/6/2001,Approved,,Approved
2001.0789C,6/6/2002,Approved,,Approved
2001.0790C,11/15/2001,Approved,,Approved
2001.0792C,7/31/2003,Approved,,Approved
2001.0798B,12/13/2001,Approved,,Approved
2001.0798X,12/13/2001,Approved,,Approved
2001.0799D,5/30/2002,Approved,,Approved
2001.0800C,2/28/2002,Approved,16356,Approved
2001.0800D,2/28/2002,Approved,,Approved
2001.0801D,10/4/2001,Disapproved,,Disapproved
2001.0801V,10/9/2001,Disapproved,,Disapproved
2001.0802A,9/14/2001,Approved,,Approved
2001.0803A,1/16/2002,Withdawn,,Withdawn
2001.0803C,1/16/2002,Withdawn,,Withdawn
2001.0817D,1/17/2002,Approved,,Approved
2001.0817D_3,1/17/2002,Approved,,Approved
2001.0826D,10/2/2001,Withdawn,,Withdawn
2001.0827A,11/28/2001,Approved,,Approved
2001.0829D,3/26/2002,Withdawn,,Withdawn
2001.0840D,8/28/2003,Approved,,Approved
2001.0840D_3,9/4/2003,Withdawn,,Withdawn
2001.0841C,1/24/2002,Approved,16335,Approved
2001.0847C,4/11/2002,Approved,,Approved
2001.0848D,11/15/2001,Approved,,Approved
2001.0848D_3,11/15/2001,Approved,,Approved
2001.0848D_5,11/27/2001,Approved,,Approved
2001.0848D_7,11/15/2001,Approved,,Approved
2001.0850V,10/24/2001,Approved,,Approved
2001.0862X,4/10/2003,Approved,,Approved
2001.0864C,4/11/2002,Approved,,Approved
2001.0874D,8/11/2003,Withdawn,,Withdawn
2001.0878C,1/20/2004,Cancelled,,Cancelled
2001.0879D,5/2/2002,Approved,,Approved
2001.0889A,9/24/2001,Approved,,Approved
2001.0892D,12/10/2001,Withdawn,,Withdawn
2001.0895D,10/18/2001,Approved,,Approved
2001.0897D,10/18/2001,Approved,,Approved
2001.0906V,12/20/2001,Approved,,Approved
2001.0907D,10/25/2001,Withdawn,,Withdawn
2001.0907D_3,10/25/2001,Withdawn,,Withdawn
2001.0908D,3/21/2002,Approved,,Approved
2001.0908D_11,3/21/2002,Approved,,Approved
2001.0908D_13,3/21/2002,Approved,,Approved
2001.0908D_3,3/21/2002,Approved,,Approved
2001.0908D_5,3/21/2002,Approved,,Approved
2001.0908D_7,3/21/2002,Approved,,Approved
2001.0908D_9,3/21/2002,Approved,,Approved
2001.0909C,11/15/2001,Approved,,Approved
2001.0910D,10/18/2001,Approved,,Approved
2001.0914C,1/10/2002,Approved,,Approved
2001.0915C,12/6/2001,Approved,,Approved
2001.0915V,12/6/2002,Approved,,Approved
2001.0916D,10/18/2001,Approved,,Approved
2001.0917D,11/15/2001,Approved,,Approved
2001.0917D_3,12/15/2001,Approved,,Approved
2001.0925D,1/10/2002,Approved,,Approved
2001.0926C,2/14/2002,Approved,,Approved
2001.0927C,2/14/2002,Approved,,Approved
2001.0938A,12/20/2001,Approved,,Approved
2001.0938C,12/20/2001,Approved,16313,Approved
2001.0942A,11/28/2001,Approved,,Approved
2001.0943A,11/28/2001,Approved,,Approved
2001.0947D,5/30/2002,Approved,,Approved
2001.0953C,12/13/2001,Approved,,Approved
2001.0954C,2/21/2002,Approved,16348,Approved
2001.0955D,1/10/2002,Disapproved,,Disapproved
2001.0956D,1/24/2002,Approved,,Approved
2001.0957D,12/20/2001,Approved,,Approved
2001.0959D,12/28/2001,Withdawn,,Withdawn
2001.0962C,12/20/2001,Approved,,Approved
2001.0972C,12/6/2001,Approved,16298,Approved
2001.0974C,12/20/2001,Approved,16311,Approved
2001.0974V,12/20/2001,Approved,,Approved
2001.0975A,2/27/2002,Approved,,Approved
2001.0976C,6/13/2002,Withdawn,,Withdawn
2001.0980A,3/13/2002,Approved,,Approved
2001.0992V,12/12/2001,Approved,,Approved
2001.0994C,1/24/2002,Approved,,Approved
2001.0995C,4/25/2002,Approved,,Approved
2001.0995V,4/25/2002,Cancelled,,Cancelled
2001.1002V,2/12/2002,Cancelled,,Cancelled
2001.1013D,8/12/2002,Withdawn,,Withdawn
2001.1015D,2/5/2002,Withdawn,,Withdawn
2001.1026C,2/7/2002,Approved,,Approved
2001.1027C,4/11/2002,Approved,,Approved
2001.1036A,11/28/2001,Approved,,Approved
2001.1039B,3/25/2004,Approved,,Approved
2001.1039X,3/25/2004,Approved,,Approved
2001.1040V,8/28/2002,Disapproved,,Disapproved
2001.1053D,2/7/2002,Approved,,Approved
2001.1054D,1/16/2002,Withdawn,,Withdawn
2001.1057D,9/26/2002,Approved,,Approved
2001.1057D_3,9/26/2002,Approved,,Approved
2001.1057D_5,9/26/2002,Approved,,Approved
2001.1058C,1/23/2003,Approved,,Approved
2001.1059C,1/17/2002,Approved,16329,Approved
2001.1061C,5/23/2002,Disapproved,16417,Disapproved
2001.1062A,3/11/2002,Approved,,Approved
2001.1071D,2/28/2002,Approved,,Approved
2001.1073D,4/4/2002,Approved,,Approved
2001.1073D_3,4/4/2002,Approved,,Approved
2001.1075V,1/30/2002,Approved,,Approved
2001.1078C,11/21/2002,Approved,,Approved
2001.1083D,2/21/2002,Approved,,Approved
2001.1088C,4/25/2002,Disapproved,16383,Disapproved
2001.1093D,2/14/2002,Approved,,Approved
2001.1095D,1/25/2002,Withdawn,,Withdawn
2001.1097D,1/8/2002,Withdawn,,Withdawn
2001.1100A,12/13/2001,Approved,,Approved
2001.1102D,2/21/2002,Approved,,Approved
2001.1103D,3/7/2002,Approved,,Approved
2001.1109C,2/28/2002,Approved,16354,Approved
2001.1109C,2/28/2002,Approved,,Approved
2001.1114C,1/17/2002,Approved,,Approved
2001.1120A,1/11/2002,Approved,,Approved
2001.1133A,12/21/2001,Approved,,Approved
2001.1136C,2/7/2002,Approved,16341,Approved
2001.1140C,4/4/2002,Approved,16369,Approved
2001.1142C,2/28/2002,Approved,,Approved
2001.1152D,9/26/2002,Approved,,Approved
2001.1155C,7/14/2005,Cancelled,,Cancelled
2001.1160V,1/30/2002,Approved,,Approved
2001.1162D,3/7/2002,Approved,,Approved
2001.1166D,1/22/2003,Withdawn,,Withdawn
2001.1169C,3/21/2002,Approved,16364,Approved
2001.1169C,3/21/2002,Approved,,Approved
2001.1172C,4/16/2002,Withdawn,,Withdawn
2001.1173C,2/21/2002,Approved,,Approved
2001.1176D,12/12/2002,Approved,,Approved
2001.1177V,3/27/2002,Approved,,Approved
2001.1178V,3/27/2002,Approved,,Approved
2001.1179V,3/27/2002,Disapproved,,Disapproved
2001.1181C,6/27/2002,Approved,,Approved
2001.1198C,4/25/2002,Approved,16392,Approved
2001.1201A,1/30/2002,Approved,,Approved
2001.1201V,1/30/2002,Approved,,Approved
2001.1202C,6/6/2002,Approved,,Approved
2001.1203C,7/22/2002,Approved,,Approved
2001.1223D,6/9/2003,Withdawn,,Withdawn
2001.1223D_3,6/9/2003,Withdawn,,Withdawn
2001.1223D_5,6/9/2003,Withdawn,,Withdawn
2001.1223D_7,6/9/2003,Withdawn,,Withdawn
2002.0003A,2/26/2002,Approved,,Approved
2002.0005V,4/1/2002,Approved,,Approved
2002.0012C,4/18/2002,Approved,16377,Approved
2002.0012C,4/18/2002,Approved,16377,Approved
2002.0013C,8/29/2002,Approved,,Approved
2002.0013V,8/29/2002,Approved,,Approved
2002.0014C,6/6/2002,Approved,,Approved
2002.0024A,4/10/2002,Approved,,Approved
2002.0036A,4/11/2002,Approved,,Approved
2002.0039V,2/27/2002,Approved,,Approved
2002.0040V,3/27/2002,Approved,,Approved
2002.0042C,6/27/2002,Approved,,Approved
2002.0043D,9/26/2002,Approved,,Approved
2002.0054D,10/10/2002,Approved,,Approved
2002.0055C,2/28/2002,Approved,16351,Approved
2002.0055C,2/28/2002,Approved,,Approved
2002.0057C,4/18/2002,Approved,,Approved
2002.0060C,4/4/2002,Approved,,Approved
2002.0065A,5/22/2003,Approved,,Approved
2002.0065C,5/22/2003,Approved,,Approved
2002.0066D,5/16/2002,Approved,,Approved
2002.0068C,3/21/2002,Approved,,Approved
2002.0069C,4/18/2002,Approved,16380,Approved
2002.0070V,3/27/2002,Approved,,Approved
2002.0080A,4/11/2002,Approved,,Approved
2002.0088V,4/24/2002,Approved,,Approved
2002.0090C,4/18/2002,Disapproved,16394,Disapproved
2002.0093A,6/12/2002,Approved,,Approved
2002.0105C,4/18/2002,Disapproved,16376,Disapproved
2002.0108V,4/24/2002,Approved,,Approved
2002.0110C,12/19/2002,Approved,,Approved
2002.0110C,12/19/2002,Approved,16496,Approved
2002.0111C,4/4/2002,Approved,,Approved
2002.0112A,2/26/2002,Approved,,Approved
2002.0114D,4/11/2002,Approved,,Approved
2002.0114D_3,4/11/2002,Approved,,Approved
2002.0124C,12/5/2002,Approved,,Approved
2002.0124V,12/5/2002,Approved,,Approved
2002.0133B,5/25/2006,Approved,,Approved
2002.0133C,1/8/2010,Withdawn,,Withdawn
2002.0134C,4/25/2002,Approved,16391,Approved
2002.0136A,4/18/2002,Approved,,Approved
2002.0136V,4/3/2002,Approved,,Approved
2002.0142D,5/2/2002,Approved,,Approved
2002.0144V,3/27/2002,Approved,,Approved
2002.0145D,11/14/2002,Approved,,Approved
2002.0145V,11/21/2002,Approved,,Approved
2002.0147C,6/7/2006,Approved,,Approved
2002.0151D,6/27/2002,Approved,,Approved
2002.0155C,10/3/2002,Approved,16466,Approved
2002.0157C,6/13/2002,Approved,16434,Approved
2002.0163V,4/24/2002,Approved,,Approved
2002.0165C,5/2/2002,Approved,,Approved
2002.0174D,9/26/2002,Approved,,Approved
2002.0179C,6/20/2002,Withdawn,,Withdawn
2002.0182C,4/4/2002,Approved,16368,Approved
2002.0183D,4/18/2002,Approved,,Approved
2002.0184C,5/2/2002,Approved,16400,Approved
2002.0184V,5/2/2002,Approved,,Approved
2002.0185V,4/24/2002,Approved,,Approved
2002.0187D,5/16/2002,Approved,,Approved
2002.0189C,5/9/2002,Approved,16407,Approved
2002.0189D,5/9/2002,Approved,,Approved
2002.0190D,4/11/2002,Approved,,Approved
2002.0192C,4/25/2002,Approved,16385,Approved
2002.0194C,4/18/2002,Approved,16381,Approved
2002.0196V,5/22/2002,Approved,,Approved
2002.0197V,5/22/2002,Approved,,Approved
2002.0200D,5/9/2002,Withdawn,,Withdawn
2002.0206V,5/21/2002,Approved,,Approved
2002.0207C,9/4/2003,Approved,,Approved
2002.0208D,4/4/2002,Approved,,Approved
2002.0213D,10/17/2002,Approved,,Approved
2002.0221C,9/26/2002,Approved,,Approved
2002.0223B,1/23/2003,Approved,16516,Approved
2002.0223B,1/23/2003,Approved,16516,Approved
2002.0228V,5/22/2002,Approved,,Approved
2002.0229C,10/17/2002,Approved,16472,Approved
2002.0256C,5/13/2002,Withdawn,,Withdawn
2002.0257V,9/25/2002,Approved,,Approved
2002.0260C,3/27/2003,Approved,,Approved
2002.0261V,6/26/2002,Approved,,Approved
2002.0262D,6/20/2002,Approved,,Approved
2002.0264C,5/2/2002,Approved,,Approved
2002.0273D,6/6/2002,Approved,,Approved
2002.0277C,9/23/2003,Approved,,Approved
2002.0278D,3/16/2005,Withdawn,,Withdawn
2002.0279X,9/12/2002,Approved,,Approved
2002.0281C,2/6/2003,Approved,,Approved
2002.0282A,6/19/2002,Approved,,Approved
2002.0287V,5/22/2002,Approved,,Approved
2002.0292D,6/20/2002,Approved,,Approved
2002.0299C,10/17/2002,Approved,16473,Approved
2002.0300B,5/2/2002,Approved,16398,Approved
2002.0301B,5/2/2002,Approved,16397,Approved
2002.0302D,6/20/2002,Approved,,Approved
2002.0306A,5/14/2002,Approved,,Approved
2002.0310A,4/19/2002,Approved,,Approved
2002.0313C,12/19/2002,Approved,,Approved
2002.0314C,5/30/2002,Approved,16419,Approved
2002.0314V,5/30/2002,Approved,16419,Approved
2002.0316C,2/7/2007,Cancelled,,Cancelled
2002.0317A,4/26/2002,Approved,,Approved
2002.0321C,5/23/2002,Approved,16415,Approved
2002.0323C,5/23/2002,Approved,16416,Approved
2002.0325C,3/28/2003,Cancelled,,Cancelled
2002.0332C,6/6/2002,Approved,16426,Approved
2002.0333C,5/15/2013,Approved,16579,Approved
2002.0338C,10/10/2002,Approved,16469,Approved
2002.0346C,4/3/2003,Approved,,Approved
2002.0349V,8/28/2002,Approved,,Approved
2002.0350C,6/13/2002,Approved,16432,Approved
2002.0351A,7/9/2002,Approved,,Approved
2002.0354C,5/16/2002,Approved,,Approved
2002.0363B,6/6/2002,Approved,,Approved
2002.0363C,6/6/2002,Approved,,Approved
2002.0363X,6/6/2002,Approved,,Approved
2002.0367C,2/6/2003,Approved,16526,Approved
2002.0375D,6/6/2002,Approved,,Approved
2002.0376C,2/5/2004,Approved,16725,Approved
2002.0377V,6/26/2002,Approved,,Approved
2002.0378A,6/19/2002,Approved,,Approved
2002.0379V,7/24/2002,Approved,,Approved
2002.0389D,6/28/2002,Withdawn,,Withdawn
2002.0390C,4/3/2003,Approved,,Approved
2002.0395C,4/3/2003,Approved,,Approved
2002.0395C,4/3/2003,Approved,16562,Approved
2002.0396C,6/27/2002,Approved,,Approved
2002.0396C,6/27/2002,Approved,16448,Approved
2002.0401C,10/3/2002,Approved,16465,Approved
2002.0402D,5/9/2002,Approved,,Approved
2002.0406C,7/10/2002,Withdawn,,Withdawn
2002.0408C,6/20/2002,Approved,,Approved
2002.0423V,11/19/2003,Approved,,Approved
2002.0430C,7/17/2003,Approved,16614,Approved
2002.0434C,1/11/2005,Withdawn,,Withdawn
2002.0435V,7/24/2002,Approved,,Approved
2002.0440C,10/3/2002,Approved,16467,Approved
2002.0441C,11/14/2002,Approved,16476,Approved
2002.0445C,9/23/2002,Withdawn,,Withdawn
2002.0446C,5/1/2003,Approved,16572,Approved
2002.0446V,5/1/2003,Approved,,Approved
2002.0447C,9/18/2003,Approved,,Approved
2002.0449C,10/6/2005,Approved,17122,Approved
2002.0451C,12/19/2002,Approved,,Approved
2002.0451C,12/19/2002,Approved,16502,Approved
2002.0462V,1/27/2009,Cancelled,,Cancelled
2002.0463V,8/28/2002,Approved,,Approved
2002.0466C,12/5/2002,Approved,,Approved
2002.0466X,12/5/2002,Approved,,Approved
2002.0467C,8/28/2002,Withdawn,,Withdawn
2002.0468D,9/12/2002,Approved,,Approved
2002.0469D,10/10/2002,Approved,,Approved
2002.0470C,2/6/2003,Approved,16525,Approved
2002.0470C,2/6/2003,Approved,,Approved
2002.0471C,6/20/2002,Approved,16441,Approved
2002.0472D,5/30/2002,Approved,,Approved
2002.0473D,5/30/2002,Approved,,Approved
2002.0473D,5/30/2002,Approved,,Approved
2002.0477C,6/12/2003,Approved,16600,Approved
2002.0496D,5/30/2002,Approved,,Approved
2002.0510D,9/13/2002,Approved,,Approved
2002.0515C,10/22/2002,Withdawn,,Withdawn
2002.0523D,5/30/2002,Approved,,Approved
2002.0524D,2/4/2005,Withdawn,,Withdawn
2002.0524D_3,2/4/2005,Withdawn,,Withdawn
2002.0524D_5,2/4/2005,Withdawn,,Withdawn
2002.0524D_7,2/4/2005,Withdawn,,Withdawn
2002.0525D,9/12/2002,Approved,,Approved
2002.0527D,6/27/2002,Approved,,Approved
2002.0528D,3/10/2003,Withdawn,,Withdawn
2002.0528D_11,3/10/2003,Withdawn,,Withdawn
2002.0528D_13,3/10/2003,Withdawn,,Withdawn
2002.0528D_3,3/10/2003,Withdawn,,Withdawn
2002.0528D_5,3/10/2003,Withdawn,,Withdawn
2002.0528D_7,3/10/2003,Withdawn,,Withdawn
2002.0528D_9,3/10/2003,Withdawn,,Withdawn
2002.0529V,8/28/2002,Disapproved,,Disapproved
2002.0530D,5/30/2002,Approved,,Approved
2002.0556D,6/13/2002,Approved,,Approved
2002.0556D_3,6/13/2002,Approved,,Approved
2002.0569C,1/9/2003,Approved,16505,Approved
2002.0570V,12/12/2002,Approved,,Approved
2002.0571C,7/11/2003,Approved,,Approved
2002.0575C,2/27/2003,Approved,16534,Approved
2002.0578D,6/20/2002,Approved,,Approved
2002.0590V,7/11/2002,Withdawn,,Withdawn
2002.0591V,10/30/2002,Approved,,Approved
2002.0592C,3/28/2005,Cancelled,,Cancelled
2002.0599D,1/21/2003,Withdawn,,Withdawn
2002.0600A,12/8/2003,Approved,,Approved
2002.0601A,6/26/2002,Approved,,Approved
2002.0602D,12/17/2002,Cancelled,,Cancelled
2002.0605C,1/22/2004,Approved,16717,Approved
2002.0610A,7/16/2002,Approved,,Approved
2002.0613C,9/26/2002,Approved,16464,Approved
2002.0615C,12/12/2002,Approved,16490,Approved
2002.0618C,12/12/2002,Approved,16491,Approved
2002.0619A,6/26/2002,Approved,,Approved
2002.0628C,12/4/2003,Withdawn,,Withdawn
2002.0628X,12/4/2003,Approved,,Approved
2002.0630C,9/26/2002,Approved,16462,Approved
2002.0633C,12/5/2002,Approved,16487,Approved
2002.0634A,7/9/2002,Approved,,Approved
2002.0635C,2/10/2007,Withdawn,,Withdawn
2002.0657C,5/1/2003,Approved,16571,Approved
2002.0658C,12/4/2003,Approved,16699,Approved
2002.0659C,4/5/2005,Cancelled,,Cancelled
2002.0673A,9/5/2002,Approved,,Approved
2002.0674D,9/17/2002,Approved,,Approved
2002.0676D,3/31/2005,Cancelled,,Cancelled
2002.0677D,4/1/2004,Approved,,Approved
2002.0682D,3/27/2003,Approved,,Approved
2002.0685D,6/23/2003,Withdawn,,Withdawn
2002.0687D,2/6/2003,Approved,,Approved
2002.0689D,9/17/2002,Approved,,Approved
2002.0691B,12/5/2003,Approved,16483,Approved
2002.0701D,8/27/2002,Withdawn,,Withdawn
2002.0702D,9/17/2002,Approved,,Approved
2002.0702D_3,9/17/2002,Approved,,Approved
2002.0702D_5,9/17/2002,Approved,,Approved
2002.0703D,11/21/2002,Approved,,Approved
2002.0704D,10/3/2002,Approved,,Approved
2002.0704D_3,10/3/2002,Approved,,Approved
2002.0706D,9/17/2002,Approved,,Approved
2002.0717D,2/27/2003,Approved,,Approved
2002.0717D_3,2/27/2003,Approved,,Approved
2002.0717D_5,2/27/2003,Approved,,Approved
2002.0717D_7,2/27/2003,Approved,,Approved
2002.0717D_9,2/27/2003,Approved,,Approved
2002.0718D,9/26/2002,Approved,,Approved
2002.0718D_3,9/26/2002,Approved,,Approved
2002.0718D_5,9/26/2002,Approved,,Approved
2002.0718D_7,9/26/2002,Approved,,Approved
2002.0718D_9,9/26/2002,Approved,,Approved
2002.0719D,1/9/2003,Approved,,Approved
2002.0725D,10/3/2002,Approved,,Approved
2002.0725D_3,10/3/2003,Approved,,Approved
2002.0726D,9/26/2002,Approved,,Approved
2002.0728D,9/12/2002,Approved,,Approved
2002.0729D,10/29/2003,Withdawn,,Withdawn
2002.0731D,5/6/2004,Approved,,Approved
2002.0732X,9/12/2002,Approved,,Approved
2002.0735C,2/6/2003,Approved,16522,Approved
2002.0735V,2/6/2003,Approved,,Approved
2002.0736C,10/17/2002,Approved,16471,Approved
2002.0745C,9/26/2002,Approved,,Approved
2002.0753D,12/13/2002,Withdawn,,Withdawn
2002.0771C,3/20/2003,Approved,,Approved
2002.0771D,3/20/2003,Approved,,Approved
2002.0772D,11/14/2002,Approved,,Approved
2002.0772D_3,11/14/2002,Approved,,Approved
2002.0780A,9/19/2002,Approved,,Approved
2002.0783C,11/19/2002,Withdawn,,Withdawn
2002.0788D,8/27/2002,Withdawn,,Withdawn
2002.0803D,9/26/2002,Approved,,Approved
2002.0803D_3,9/26/2002,Approved,,Approved
2002.0803D_5,9/26/2002,Approved,,Approved
2002.0803D_7,9/26/2002,Approved,,Approved
2002.0804C,10/2/2003,Approved,16674,Approved
2002.0806D,10/27/2002,Withdawn,,Withdawn
2002.0808D,9/26/2002,Approved,,Approved
2002.0809C,6/26/2003,Approved,16604,Approved
2002.0811D,9/26/2002,Approved,,Approved
2002.0812C,2/27/2003,Approved,,Approved
2002.0812X,2/27/2003,Approved,,Approved
2002.0813C,2/20/2003,Approved,16531,Approved
2002.0815A,8/29/2002,Approved,,Approved
2002.0824D,9/17/2002,Withdawn,,Withdawn
2002.0828C,3/13/2003,Approved,,Approved
2002.0828C,3/13/2003,Approved,16541,Approved
2002.0829A,4/2/2003,Approved,,Approved
2002.0831D,9/17/2002,Approved,,Approved
2002.0831D_3,9/17/2002,Approved,,Approved
2002.0832D,2/13/2003,Approved,,Approved
2002.0833A,10/30/2002,Approved,,Approved
2002.0833V,10/30/2002,Approved,,Approved
2002.0834D,11/21/2002,Approved,,Approved
2002.0835D,2/13/2003,Approved,,Approved
2002.0835D_3,2/13/2003,Approved,,Approved
2002.0836C,12/12/2002,Approved,,Approved
2002.0838A,8/9/2002,Approved,,Approved
2002.0839D,2/13/2003,Approved,,Approved
2002.0840V,8/21/2002,Approved,,Approved
2002.0851D,12/12/2002,Approved,,Approved
2002.0852A,10/24/2002,Approved,,Approved
2002.0867D,7/11/2002,Withdawn,,Withdawn
2002.0873C,11/14/2002,Approved,16477,Approved
2002.0874D,2/27/2003,Approved,,Approved
2002.0875V,10/30/2002,Approved,,Approved
2002.0876D,1/23/2003,Approved,,Approved
2002.0877C,3/20/2003,Approved,,Approved
2002.0880A,8/29/2002,Approved,,Approved
2002.0889A,8/29/2002,Approved,,Approved
2002.0892D,1/9/2003,Approved,,Approved
2002.0896C,9/4/2003,Approved,16654,Approved
2002.0897C,5/22/2003,Approved,16584,Approved
2002.0902D,6/12/2003,Approved,,Approved
2002.0909V,4/23/2003,Approved,,Approved
2002.0910V,2/26/2003,Approved,,Approved
2002.0912A,10/1/2002,Approved,,Approved
2002.0913C,9/4/2003,Approved,16652,Approved
2002.0913C,9/4/2003,Approved,,Approved
2002.0915C,1/16/2003,Approved,,Approved
2002.0916V,10/30/2002,Approved,,Approved
2002.0917C,10/2/2003,Approved,16675,Approved
2002.0917V,10/2/2003,Approved,,Approved
2002.0925A,2/19/2003,Approved,16557,Approved
2002.0925C,3/27/2003,Approved,16556,Approved
2002.0925V,9/20/2002,Approved,,Approved
2002.0927C,6/10/2004,Adopted,,Approved
2002.0927X,6/10/2004,Adopted,16813,Approved
2002.0928C,10/28/2004,Approved,,Approved
2002.0928C,10/28/2004,Approved,16878,Approved
2002.0932D,9/17/2002,Approved,,Approved
2002.0933V,6/19/2003,Disapproved,,Disapproved
2002.0934A,10/30/2002,Approved,,Approved
2002.0934X,11/21/2002,Approved,,Approved
2002.0938V,10/30/2002,Approved,,Approved
2002.0939D,9/25/2003,Approved,,Approved
2002.0940C,1/9/2003,Approved,16503,Approved
2002.0942C,1/23/2003,Approved,,Approved
2002.0945A,10/30/2002,Approved,,Approved
2002.0947D,9/17/2002,Approved,,Approved
2002.0948D,1/23/2003,Approved,,Approved
2002.0949D,12/12/2002,Approved,,Approved
2002.0951X,2/6/2003,Approved,,Approved
2002.0953C,2/27/2003,Approved,,Approved
2002.0957V,11/13/2002,Approved,,Approved
2002.0958C,12/17/2002,Approved,16495,Approved
2002.0960V,2/14/2003,Approved,,Approved
2002.0962D,10/3/2002,Approved,,Approved
2002.0963D,2/20/2003,Approved,,Approved
2002.0966A,12/5/2002,Approved,,Approved
2002.0967C,4/3/2003,Approved,16561,Approved
2002.0967C,4/3/2003,Approved,,Approved
2002.0970D,3/6/2003,Approved,,Approved
2002.0973V,12/11/2002,Approved,,Approved
2002.1001C,2/20/2003,Approved,,Approved
2002.1001C,2/20/2003,Approved,16532,Approved
2002.1001D,2/20/2003,Approved,,Approved
2002.1007C,1/9/2003,Approved,,Approved
2002.1010C,7/31/2003,Approved,,Approved
2002.1011V,11/13/2002,Approved,,Approved
2002.1013D,10/17/2002,Approved,,Approved
2002.1017D,12/5/2002,Approved,,Approved
2002.1018D,12/5/2002,Approved,,Approved
2002.1021C,9/4/2003,Approved,16653,Approved
2002.1022D,12/12/2002,Approved,,Approved
2002.1032A,10/24/2002,Approved,,Approved
2002.1034C,7/14/2005,Cancelled,,Cancelled
2002.1035D,11/14/2002,Approved,,Approved
2002.1036C,7/1/2004,Adopted,,Approved
2002.1037V,1/29/2003,Approved,,Approved
2002.1041C,5/22/2003,Approved,,Approved
2002.1043V,2/26/2003,Approved,,Approved
2002.1047V,12/11/2002,Approved,,Approved
2002.1048V,2/13/2003,Approved,,Approved
2002.1049C,7/10/2003,Approved,16611,Approved
2002.1056D,5/15/2003,Approved,,Approved
2002.1059D,12/4/2002,Withdawn,,Withdawn
2002.1060C,7/18/2005,Cancelled,,Cancelled
2002.1061D,6/8/2004,Withdawn,,Withdawn
2002.1062C,3/28/2005,Cancelled,,Cancelled
2002.1063C,3/28/2005,Cancelled,,Cancelled
2002.1064D,3/17/2003,Withdawn,,Withdawn
2002.1065D,5/22/2003,Approved,,Approved
2002.1065D_2,5/22/2003,Approved,,Approved
2002.1066D,1/23/2003,Approved,,Approved
2002.1067D,4/15/2005,Approved,,Approved
2002.1068A,11/15/2002,Approved,,Approved
2002.1078C,2/6/2003,Approved,,Approved
2002.1078C,2/6/2003,Approved,16524,Approved
2002.1082A,11/27/2002,Approved,,Approved
2002.1084C,3/18/2004,Approved,,Approved
2002.1085V,2/26/2003,Approved,,Approved
2002.1086C,11/13/2003,Approved,16688,Approved
2002.1087C,2/6/2003,Approved,,Approved
2002.1088D,6/19/2003,Approved,,Approved
2002.1089D,3/21/2005,Cancelled,,Cancelled
2002.1093C,6/5/2003,Approved,16593,Approved
2002.1093C,6/5/2003,Approved,,Approved
2002.1094A,2/26/2003,Approved,,Approved
2002.1101D,9/29/2003,Withdawn,,Withdawn
2002.1102D,12/17/2002,Withdawn,,Withdawn
2002.1103D,12/12/2002,Approved,,Approved
2002.1104D,11/29/2002,Withdawn,,Withdawn
2002.1104D_3,11/2/2002,Withdawn,,Withdawn
2002.1104D_5,11/2/2002,Withdawn,,Withdawn
2002.1104D_7,11/20/2003,Withdawn,,Withdawn
2002.1105C,10/2/2003,Approved,,Approved
2002.1109D,3/10/2003,Withdawn,,Withdawn
2002.1110D,5/15/2003,Approved,,Approved
2002.1110D_3,5/15/2003,Approved,,Approved
2002.1110D_5,5/15/2003,Approved,,Approved
2002.1111C,3/13/2003,Approved,,Approved
2002.1112C,12/19/2002,Approved,,Approved
2002.1113D,2/20/2003,Approved,,Approved
2002.1114D,1/23/2003,Approved,,Approved
2002.1115D,3/6/2003,Approved,,Approved
2002.1118V,1/29/2003,Approved,,Approved
2002.1120C,4/24/2003,Approved,,Approved
