RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
1992.002C,4/29/1993,Disapproved,13513,Disapproved
1992.004V,5/4/1992,Approved,,Approved
1992.014C,2/20/1992,Approved,13289,Approved
1992.015C,8/6/1992,Approved,,Approved
1992.016V,6/9/1992,Approved,,Approved
1992.017C,4/12/1995,Cancelled,,Cancelled
1992.017X,8/9/1995,Cancelled,,Cancelled
1992.018V,6/4/1992,Approved,,Approved
1992.019V,5/21/1992,Approved,,Approved
1992.020V,5/27/1992,Approved,,Approved
1992.023V,6/30/1992,Approved,,Approved
1992.025V,5/27/1992,Approved,,Approved
1992.030V,5/21/1992,Approved,,Approved
1992.034V,6/1/1992,Approved,,Approved
1992.036V,12/2/1992,Approved,,Approved
1992.037V,5/27/1992,Approved,,Approved
1992.046V,9/15/1992,Approved,,Approved
1992.047V,5/26/1992,Approved,,Approved
1992.048C,7/30/1992,Disapproved,13390,Disapproved
1992.052C,4/2/1992,Approved,13327,Approved
1992.053V,5/12/1992,Approved,,Approved
1992.055C,8/27/1992,Approved,13401,Approved
1992.067V,6/4/1992,Approved,,Approved
1992.068C,7/30/1992,Approved,13385,Approved
1992.069V,5/11/1992,Approved,,Approved
1992.070V,11/16/1992,Disapproved,,Disapproved
1992.071V,7/24/1992,Approved,,Approved
1992.073V,3/18/1992,Approved,,Approved
1992.078V,5/21/1992,Approved,,Approved
1992.085V,9/28/1992,Approved,,Approved
1992.086V,7/24/1992,Approved,,Approved
1992.088V,5/27/1992,Approved,,Approved
1992.094D,3/5/1992,Approved,13308,Approved
1992.096V,5/27/1992,Approved,,Approved
1992.097C,4/16/1992,Approved,13337,Approved
1992.098C,3/26/1992,Approved,13322,Approved
1992.100V,6/4/1992,Approved,,Approved
1992.102D,4/2/1992,Approved,,Approved
1992.112V,6/5/1992,Approved,,Approved
1992.113V,6/5/1992,Approved,,Approved
1992.115D,9/24/1992,Withdawn,,Withdawn
1992.117C,5/21/1992,Approved,13354,Approved
1992.120C,5/7/1992,Approved,13350,Approved
1992.122C,6/18/1992,Approved,,Approved
1992.123C,11/19/1992,Approved,13428,Approved
1992.128V,6/5/1992,Approved,,Approved
1992.130C,6/25/1992,Approved,13377,Approved
1992.131C,4/1/1993,Approved,13494,Approved
1992.132V,4/29/1992,Approved,,Approved
1992.133V,7/27/1992,Approved,,Approved
1992.135V,7/10/1992,Approved,,Approved
1992.136V,8/6/1992,Approved,,Approved
1992.137C,5/7/1992,Approved,13349,Approved
1992.138V,7/22/1992,Approved,,Approved
1992.141V,9/23/1992,Approved,,Approved
1992.145V,10/29/1992,Approved,,Approved
1992.147V,12/21/1992,Approved,,Approved
1992.148C,5/21/1992,Approved,,Approved
1992.152X,2/4/1993,Approved,13462,Approved
1992.153V,7/13/1992,Approved,,Approved
1992.154V,6/10/1992,Approved,,Approved
1992.155V,5/27/1992,Approved,,Approved
1992.156V,7/10/1992,Approved,,Approved
1992.157V,7/24/1992,Approved,,Approved
1992.158V,9/23/1992,Approved,,Approved
1992.176V,5/27/1992,Approved,,Approved
1992.185C,6/11/1992,Approved,13364,Approved
1992.186V,8/14/1992,Approved,,Approved
1992.187C,5/14/1992,Approved,13352,Approved
1992.188V,8/4/1992,Approved,,Approved
1992.191V,7/8/1992,Approved,,Approved
1992.194V,5/24/1993,Approved,,Approved
1992.200C,6/18/1992,Approved,13375,Approved
1992.203C,5/11/1992,Withdawn,,Withdawn
1992.204C,6/25/1992,Approved,13378,Approved
1992.205V,8/4/1992,Approved,,Approved
1992.206V,6/24/1992,Approved,,Approved
1992.208V,8/7/1992,Approved,,Approved
1992.214V,7/23/1992,Approved,,Approved
1992.215V,6/22/1992,Approved,,Approved
1992.216V,8/4/1992,Approved,,Approved
1992.217V,8/7/1992,Approved,,Approved
1992.222V,8/7/1992,Approved,,Approved
1992.229V,10/13/1992,Approved,,Approved
1992.235V,6/9/1992,Approved,,Approved
1992.236X,6/26/1992,Approved,,Approved
1992.237C,6/18/1992,Approved,,Approved
1992.244V,11/9/1992,Approved,,Approved
1992.250V,7/13/1992,Withdawn,,Withdawn
1992.251V,10/29/1992,Approved,,Approved
1992.253C,7/23/1992,Approved,13382,Approved
1992.254V,2/4/1993,Approved,,Approved
1992.256V,7/1/1992,Approved,,Approved
1992.259C,9/17/1992,Disapproved,13409B,Disapproved
1992.260C,10/1/1992,Approved,,Approved
1992.261V,9/14/1992,Approved,,Approved
1992.262V,9/14/1992,Approved,,Approved
1992.263V,9/14/1992,Approved,,Approved
1992.266C,2/25/1993,Approved,13473,Approved
1992.267C,7/30/1992,Approved,13389,Approved
1992.272B,8/27/1992,Approved,13399,Approved
1992.272X,8/27/1992,Approved,13399,Approved
1992.275D,3/2/1995,Approved,,Approved
1992.275V,6/8/1995,Approved,,Approved
1992.276C,7/30/1992,Approved,13384,Approved
1992.278V,4/19/1993,Approved,,Approved
1992.289V,10/9/1992,Approved,,Approved
1992.292V,10/9/1992,Approved,,Approved
1992.294V,7/22/1992,Disapproved,,Disapproved
1992.295V,11/9/1992,Approved,,Approved
1992.302A,3/16/1995,Approved,13845,Approved
1992.305V,10/29/1992,Approved,,Approved
1992.306V,11/19/1992,Approved,,Approved
1992.307V,9/28/1992,Approved,,Approved
1992.308V,4/19/1993,Approved,,Approved
1992.315C,10/1/1992,Approved,,Approved
1992.316V,11/9/1992,Approved,,Approved
1992.317V,9/23/1992,Approved,,Approved
1992.319V,11/24/1992,Approved,,Approved
1992.320V,11/16/1992,Approved,,Approved
1992.322V,9/28/1992,Approved,,Approved
1992.327C,10/15/1992,Approved,,Approved
1992.330C,10/15/1992,Approved,13417,Approved
1992.331V,9/23/1992,Approved,,Approved
1992.337V,11/16/1992,Disapproved,,Disapproved
1992.338V,7/29/1992,Disapproved,,Disapproved
1992.339V,9/28/1992,Approved,,Approved
1992.340C,9/10/1992,Approved,,Approved
1992.341V,8/6/1992,Approved,,Approved
1992.342V,10/9/1992,Approved,,Approved
1992.343V,8/25/1992,Approved,,Approved
1992.344V,11/6/1992,Approved,,Approved
1992.345V,6/30/1993,Approved,,Approved
1992.346D,10/6/1992,Withdawn,,Withdawn
1992.365V,11/16/1992,Disapproved,,Disapproved
1992.366V,2/8/1993,Approved,,Approved
1992.368V,8/24/1992,Approved,,Approved
1992.369V,10/16/2014,Disapproved,,Disapproved
1992.370C,12/9/1993,Approved,13611,Approved
1992.372C,10/21/1993,Approved,13592,Approved
1992.373C,10/1/1992,Approved,,Approved
1992.382V,9/28/1992,Approved,,Approved
1992.389C,10/1/1992,Approved,,Approved
1992.390C,2/4/1993,Withdawn,,Withdawn
1992.391V,12/18/1992,Disapproved,,Disapproved
1992.395D,10/13/1994,Approved,,Approved
1992.396V,8/26/1992,Approved,,Approved
1992.398V,9/25/1992,Approved,,Approved
1992.399V,10/29/1992,Approved,,Approved
1992.400C,1/28/1993,Approved,13457,Approved
1992.400V,3/17/1995,Approved,,Approved
1992.415V,9/24/1992,Approved,,Approved
1992.416V,11/18/1992,Approved,,Approved
1992.417V,11/9/1992,Approved,,Approved
1992.419V,10/29/1992,Approved,,Approved
1992.426C,12/10/1992,Approved,13438,Approved
1992.431C,12/3/1992,Approved,,Approved
1992.432D,7/23/1992,Withdawn,,Withdawn
1992.433V,8/25/1993,Approved,,Approved
1992.434C,11/5/1992,Approved,13423,Approved
1992.435V,9/28/1992,Approved,,Approved
1992.436V,8/26/1992,Approved,,Approved
1992.441C,11/12/1992,Disapproved,13427,Disapproved
1992.442D,3/4/1993,Approved,,Approved
1992.447V,9/23/1992,Approved,,Approved
1992.448V,11/16/1992,Approved,,Approved
1992.449V,10/29/1992,Approved,,Approved
1992.452C,5/4/1994,Withdawn,,Withdawn
1992.453C,10/29/1992,Approved,13420,Approved
1992.458C,1/28/1993,Approved,,Approved
1992.464A,3/16/1995,Approved,13845,Approved
1992.464C,3/16/1995,Approved,13847,Approved
1992.464V,5/3/1995,Approved,,Approved
1992.465D,10/19/1995,Approved,,Approved
1992.466V,9/23/1992,Approved,,Approved
1992.467C,12/17/1992,Approved,13441,Approved
1992.469V,5/3/1994,Approved,,Approved
1992.470V,11/11/1992,Approved,,Approved
1992.472C,1/14/1993,Approved,13448,Approved
1992.475C,2/25/1993,Approved,13472,Approved
1992.475V,6/17/1993,Approved,,Approved
1992.477C,11/12/1992,Approved,13426,Approved
1992.479V,9/23/1992,Approved,,Approved
1992.480V,7/13/1993,Approved,,Approved
1992.481D,7/29/1993,Approved,,Approved
1992.481V,11/9/1992,Approved,,Approved
1992.482A,9/11/1992,Approved,,Approved
1992.489V,9/23/1992,Approved,,Approved
1992.491C,7/21/1994,Approved,13730,Approved
1992.495C,1/14/1993,Approved,13449,Approved
1992.496V,9/15/1992,Approved,,Approved
1992.497V,11/16/1992,Approved,,Approved
1992.498C,9/30/1993,Approved,13578,Approved
1992.500V,12/29/1992,Approved,,Approved
1992.501V,11/24/1993,Approved,,Approved
1992.502V,11/30/1992,Approved,,Approved
1992.511C,4/21/1994,Approved,13675,Approved
1992.513C,1/7/1993,Approved,13443,Approved
1992.515V,10/28/1992,Approved,,Approved
1992.516V,11/20/1992,Withdawn,,Withdawn
1992.517V,11/18/1992,Approved,,Approved
1992.518V,12/2/1992,Approved,,Approved
1992.520V,12/21/1992,Approved,,Approved
1992.521V,11/18/1992,Approved,,Approved
1992.522V,1/27/1993,Approved,,Approved
1992.533V,5/14/1993,Approved,,Approved
1992.539C,10/15/1992,Approved,13146,Approved
1992.540V,5/28/1993,Approved,,Approved
1992.541V,11/18/1992,Approved,,Approved
1992.543C,1/7/1993,Approved,,Approved
1992.543V,6/14/1994,Approved,,Approved
1992.544D,10/8/1992,Withdawn,,Withdawn
1992.547C,1/14/1993,Approved,13450,Approved
1992.548V,10/26/1992,Withdawn,,Withdawn
1992.549V,11/28/1992,Disapproved,,Disapproved
1992.550V,11/18/1992,Disapproved,,Disapproved
1992.551V,8/18/1993,Approved,,Approved
1992.562D,7/21/1994,Approved,,Approved
1992.572V,5/11/1993,Approved,,Approved
1992.576C,1/7/1993,Approved,13445,Approved
1992.576V,4/23/1993,Approved,,Approved
1992.582C,12/17/1992,Disapproved,13442,Disapproved
1992.583C,10/28/1993,Approved,13594,Approved
1992.588V,12/2/1992,Approved,,Approved
1992.589C,2/11/1993,Disapproved,13463,Disapproved
1992.590V,4/15/1993,Approved,,Approved
1992.602V,1/27/1993,Approved,,Approved
1992.604V,1/28/1993,Approved,,Approved
1992.605V,12/2/1992,Approved,,Approved
1992.606V,12/2/1992,Approved,,Approved
1992.616V,12/2/1992,Disapproved,,Disapproved
1992.617V,3/15/1993,Approved,F319667,Approved
1992.618V,12/15/1992,Approved,,Approved
1992.619C,1/7/1993,Approved,13447,Approved
1992.620C,1/21/1993,Approved,13453,Approved
1992.622D,1/9/1995,Approved,13800,Approved
1992.623C,1/28/1993,Approved,13455,Approved
1992.625C,2/25/1993,Approved,13474,Approved
1992.626V,12/2/1992,Approved,,Approved
1992.627V,12/2/1992,Approved,,Approved
1992.628V,12/2/1992,Approved,,Approved
1992.632C,3/4/1993,Approved,13480,Approved
1992.634C,1/7/1993,Approved,13446,Approved
1992.639C,6/2/1994,Approved,13701,Approved
1992.640C,1/21/1993,Approved,13452,Approved
1992.642V,12/2/1992,Approved,,Approved
1992.645D,1/21/1993,Approved,,Approved
1992.648C,1/28/1993,Approved,13460,Approved
1992.655V,2/17/1993,Approved,,Approved
1992.656V,4/14/1993,Approved,,Approved
1992.657C,1/28/1993,Approved,13458,Approved
1992.657V,1/28/1993,Approved,,Approved
1992.665C,1/21/1993,Approved,13454,Approved
1992.666V,1/27/1993,Approved,,Approved
1992.667C,2/25/1993,Approved,13477,Approved
1992.668C,2/18/1993,Approved,13467,Approved
1992.671D,4/8/1993,Approved,,Approved
1992.685V,1/12/1993,Approved,,Approved
1992.686D,1/7/1993,Approved,,Approved
1992.688V,4/21/1993,Approved,,Approved
1992.689V,5/5/1993,Approved,,Approved
1992.690V,3/18/1993,Approved,,Approved
1992.691V,1/27/1993,Approved,,Approved
1992.692C,3/25/1993,Approved,13491,Approved
1992.693C,4/29/1993,Approved,13510,Approved
1992.704V,1/27/1993,Approved,,Approved
1992.711C,7/28/1994,Approved,13739,Approved
1992.712C,2/25/1993,Approved,13476,Approved
1992.714C,4/1/1993,Approved,13496,Approved
1992.719V,1/27/1993,Approved,,Approved
1992.720C,3/25/1993,Approved,13490,Approved
1992.721V,7/27/1993,Approved,,Approved
1992.725C,4/1/1993,Approved,13495,Approved
1992.730C,8/19/1993,Approved,13560,Approved
1992.734D,4/8/1993,Approved,,Approved
1992.736C,2/17/1994,Approved,13648,Approved
1993.005V,5/18/1993,Disapproved,,Disapproved
1993.006V,4/7/1993,Approved,,Approved
1993.007V,5/5/1993,Approved,,Approved
1993.008V,5/19/1993,Approved,,Approved
1993.009C,3/18/1993,Approved,13483,Approved
1993.011V,10/13/1993,Approved,,Approved
1993.013V,10/5/1993,Approved,,Approved
1993.021C,3/18/1993,Approved,13484,Approved
1993.028V,4/5/1993,Approved,,Approved
1993.029V,4/30/1993,Approved,,Approved
1993.030V,4/5/1993,Approved,,Approved
1993.032C,2/18/1993,Approved,13468,Approved
1993.033D,9/9/1993,Approved,,Approved
1993.035C,2/25/1993,Approved,13475,Approved
1993.036C,3/18/1993,Approved,13485,Approved
1993.039C,4/1/1993,Approved,,Approved
1993.042V,4/21/1993,Approved,,Approved
1993.043V,4/12/1993,Approved,,Approved
1993.045V,5/28/1993,Approved,,Approved
1993.063V,4/29/1993,Approved,,Approved
1993.068C,8/5/1993,Approved,13550,Approved
1993.069V,7/27/1993,Disapproved,,Disapproved
1993.070V,5/19/1993,Approved,,Approved
1993.071C,4/1/1993,Approved,13498,Approved
1993.073D,5/6/1993,Approved,,Approved
1993.075C,4/29/1993,Approved,13514,Approved
1993.076C,6/3/1993,Approved,13534,Approved
1993.077V,8/25/1993,Approved,,Approved
1993.078V,4/21/1993,Approved,,Approved
1993.079V,5/18/1993,Approved,,Approved
1993.080C,5/20/1993,Approved,13522,Approved
1993.081C,2/8/1993,Withdawn,,Withdawn
1993.082V,10/6/1993,Approved,,Approved
1993.086C,10/6/1994,Approved,13762,Approved
1993.087V,4/20/1993,Approved,,Approved
1993.090V,4/30/1993,Approved,,Approved
1993.091V,6/7/1993,Approved,,Approved
1993.092V,5/5/1993,Approved,,Approved
1993.094C,5/27/1993,Approved,13532,Approved
1993.096C,4/15/1993,Approved,13501,Approved
1993.101C,1/27/1994,Approved,13631,Approved
1993.101V,12/16/1993,Approved,,Approved
1993.102V,5/19/1993,Approved,,Approved
1993.103V,5/5/1993,Disapproved,,Disapproved
1993.104C,9/30/1993,Approved,13581,Approved
1993.105V,4/5/1993,Approved,,Approved
1993.106V,5/5/1993,Approved,,Approved
1993.107V,4/30/1993,Approved,,Approved
1993.108V,4/30/1993,Approved,,Approved
1993.109V,5/18/1993,Disapproved,,Disapproved
1993.115D,4/1/1993,Approved,,Approved
1993.117V,4/30/1993,Disapproved,,Disapproved
1993.120V,5/24/1993,Approved,,Approved
1993.121V,4/30/1993,Approved,,Approved
1993.122C,4/29/1993,Approved,13509,Approved
1993.123C,4/29/1993,Approved,13508,Approved
1993.124C,5/6/1993,Approved,13520,Approved
1993.138C,5/20/1993,Approved,13524,Approved
1993.139V,6/30/1993,Approved,,Approved
1993.140V,8/20/1993,Approved,,Approved
1993.141V,5/24/1993,Approved,,Approved
1993.142V,6/11/1993,Approved,,Approved
1993.153V,6/7/1993,Approved,,Approved
1993.154V,5/24/1993,Approved,,Approved
1993.155D,1/20/1994,Approved,13628,Approved
1993.155D_2,11/3/1994,Approved,13773,Approved
1993.157A,3/17/1993,Approved,R448,Approved
1993.158V,7/27/1993,Disapproved,,Disapproved
1993.162V,7/16/1993,Approved,,Approved
1993.163C,5/20/1993,Approved,13523,Approved
1993.164C,5/20/1993,Approved,13528,Approved
1993.166C,6/3/1993,Approved,13533,Approved
1993.167V,7/7/1993,Disapproved,,Disapproved
1993.168V,6/10/1993,Approved,,Approved
1993.171V,7/7/1993,Approved,,Approved
1993.172V,6/11/1993,Approved,,Approved
1993.180C,11/17/1994,Approved,13782,Approved
1993.180V,5/19/1995,Approved,,Approved
1993.182C,8/5/1993,Approved,13555,Approved
1993.182V,4/7/1995,Approved,,Approved
1993.184C,5/6/1993,Approved,13518,Approved
1993.185C,10/28/1993,Approved,13595,Approved
1993.186C,7/8/1993,Approved,13543,Approved
1993.187C,5/27/1993,Approved,13530,Approved
1993.188V,5/28/1993,Approved,,Approved
1993.196V,8/31/1993,Approved,,Approved
1993.197V,7/7/1993,Approved,,Approved
1993.198V,7/7/1993,Approved,,Approved
1993.199V,11/9/1994,Approved,,Approved
1993.210V,6/10/1993,Approved,,Approved
1993.211V,6/11/1993,Approved,,Approved
1993.213C,6/10/1993,Approved,13536,Approved
1993.214C,8/12/1993,Approved,13557,Approved
1993.214V,2/23/1994,Approved,,Approved
1993.215V,7/19/1993,Approved,,Approved
1993.217C,6/17/1993,Approved,13537,Approved
1993.220C,6/17/1993,Approved,13538,Approved
1993.227D,8/12/1993,Approved,,Approved
1993.229D,7/3/1993,Approved,,Approved
1993.230V,11/23/1993,Approved,,Approved
1993.231V,6/30/1993,Approved,,Approved
1993.232V,6/11/1993,Approved,,Approved
1993.242C,6/24/1993,Approved,13542,Approved
1993.244C,8/31/1993,Approved,,Approved
1993.245V,7/28/1993,Approved,,Approved
1993.246V,7/19/1993,Approved,,Approved
1993.253V,7/7/1993,Approved,,Approved
1993.254V,6/9/1993,Approved,,Approved
1993.255C,7/14/1994,Approved,13725,Approved
1993.256V,8/25/1993,Approved,,Approved
1993.257V,11/8/1994,Approved,,Approved
1993.258C,9/2/1993,Approved,13569,Approved
1993.259V,7/19/1993,Approved,,Approved
1993.260C,10/14/1993,Approved,13589,Approved
1993.261C,6/24/1993,Approved,13541,Approved
1993.262C,4/7/1994,Approved,,Approved
1993.265V,7/28/1993,Approved,,Approved
1993.272C,7/7/1994,Disapproved,13720,Disapproved
1993.273D,1/6/1994,Approved,,Approved
1993.283A,6/11/1993,Approved,,Approved
1993.283C,10/17/1994,Withdawn,,Withdawn
1993.284C,9/30/1993,Approved,13579,Approved
1993.296C,9/23/1993,Approved,13575,Approved
1993.298D_3,8/12/1993,Approved,,Approved
1993.299V,8/19/1993,Approved,,Approved
1993.304D,7/15/1993,Approved,,Approved
1993.305C,8/17/1995,Approved,13938,Approved
1993.305C,8/17/1995,Approved,13938,Approved
1993.306D,7/8/1993,Approved,,Approved
1993.308D,11/18/1993,Approved,,Approved
1993.310V,7/19/1993,Approved,,Approved
1993.312C,8/26/1993,Approved,13564,Approved
1993.313C,8/5/1993,Approved,13554,Approved
1993.314C,4/13/1995,Approved,13862,Approved
1993.318D,9/9/1993,Approved,,Approved
1993.320V,7/27/1993,Approved,,Approved
1993.321V,7/19/1993,Approved,,Approved
1993.322V,7/28/1993,Approved,,Approved
1993.323V,9/23/1993,Disapproved,,Disapproved
1993.324C,7/8/1993,Approved,13544,Approved
1993.324V,8/19/1993,Approved,,Approved
1993.335C,8/17/1995,Approved,13940,Approved
1993.338V,7/19/1993,Approved,,Approved
1993.341X,9/24/1993,Approved,,Approved
1993.344V,8/31/1993,Approved,,Approved
1993.351D,10/19/1995,Approved,,Approved
1993.351D_3,10/19/1995,Approved,,Approved
1993.353C,8/19/1993,Approved,13558,Approved
1993.354C,2/17/1994,Approved,13647,Approved
1993.355C,10/21/1993,Disapproved,13593,Disapproved
1993.357V,8/17/1993,Approved,,Approved
1993.361C,8/5/1993,Approved,13551,Approved
1993.362V,2/14/1994,Approved,,Approved
1993.368V,10/6/1993,Approved,,Approved
1993.370V,12/9/1993,Disapproved,,Disapproved
1993.371V,8/31/1993,Approved,,Approved
1993.372D,11/4/1993,Approved,13598,Approved
1993.372V,9/21/1994,Approved,,Approved
1993.373C,10/14/1993,Approved,13588,Approved
1993.374V,8/31/1993,Approved,,Approved
1993.375C,9/23/1993,Approved,13574,Approved
1993.388C,4/14/1994,Approved,13670,Approved
1993.390D,8/30/1993,Approved,,Approved
1993.392D,8/30/1993,Approved,,Approved
1993.397C,9/30/1993,Approved,13580,Approved
1993.397V,11/23/1993,Approved,,Approved
1993.398V,8/31/1993,Approved,,Approved
1993.399V,8/31/1993,Approved,,Approved
1993.400V,10/5/1993,Approved,,Approved
1993.401D,8/30/1993,Approved,,Approved
1993.403C,10/7/1993,Approved,13585,Approved
1993.404D,1/6/1994,Approved,,Approved
1993.407V,8/31/1993,Approved,,Approved
1993.408V,10/12/1993,Approved,,Approved
1993.409V,10/12/1993,Approved,,Approved
1993.420D,1/20/1994,Approved,,Approved
1993.422C,9/9/1993,Approved,13572,Approved
1993.434C,9/2/1993,Approved,13568,Approved
1993.437C,9/23/1993,Approved,13573,Approved
1993.445V,10/15/1993,Approved,,Approved
1993.446V,10/12/1993,Approved,,Approved
1993.447D,8/30/1993,Approved,,Approved
1993.448C,3/3/1994,Approved,13652,Approved
1993.449D,7/29/1993,Approved,,Approved
1993.450A,2/10/1994,Approved,13642,Approved
1993.452V,10/22/1993,Approved,,Approved
1993.453D,8/30/1993,Approved,,Approved
1993.454D,11/18/1993,Approved,,Approved
1993.455V,11/23/1993,Approved,,Approved
1993.457C,9/30/1993,Approved,13577,Approved
1993.458D,10/28/1993,Approved,,Approved
1993.468V,10/22/1993,Approved,,Approved
1993.472C,10/14/1993,Approved,13591,Approved
1993.473C,10/7/1993,Approved,13587,Approved
1993.474C,11/4/1993,Approved,13599,Approved
1993.480V,11/2/1993,Approved,,Approved
1993.481V,11/19/1993,Approved,,Approved
1993.482D,1/13/1994,Approved,13625,Approved
1993.483C,4/21/1994,Disapproved,13673,Disapproved
1993.485D,11/29/1993,Approved,,Approved
1993.493C,12/16/1993,Approved,13614,Approved
1993.501V,10/22/1993,Approved,,Approved
1993.502V,11/2/1993,Approved,,Approved
1993.503C,11/18/1993,Approved,13606,Approved
1993.503V,12/14/1993,Approved,,Approved
1993.505C,12/9/1993,Approved,13609,Approved
1993.508C,10/27/1994,Approved,13767,Approved
1993.515D,1/6/1994,Approved,,Approved
1993.520C,10/14/1993,Approved,13590,Approved
1993.521X,1/6/1994,Approved,13618,Approved
1993.522C,10/28/1993,Approved,13596,Approved
1993.524C,11/18/1993,Approved,13600,Approved
1993.532D,1/20/1994,Approved,,Approved
1993.533V,11/2/1993,Approved,,Approved
1993.534C,5/12/1994,Disapproved,13687,Disapproved
1993.534V,5/12/1994,Disapproved,,Disapproved
1993.535V,12/14/1993,Approved,,Approved
1993.537C,8/25/1994,Approved,13746,Approved
1993.537V,9/23/1994,Approved,,Approved
1993.540C,2/3/1994,Approved,13640,Approved
1993.543D,10/28/1993,Approved,,Approved
1993.544V,1/27/1994,Disapproved,,Disapproved
1993.545V,11/23/1993,Approved,,Approved
1993.546V,8/25/1994,Approved,,Approved
1993.548D,11/4/1993,Approved,,Approved
1993.556V,12/6/1993,Approved,,Approved
1993.557V,11/16/1993,Approved,,Approved
1993.558C,5/19/1994,Approved,13689,Approved
1993.559C,4/28/1994,Approved,13679,Approved
1993.559V,10/31/1994,Disapproved,,Disapproved
1993.561D,4/21/1994,Approved,,Approved
1993.563V,10/27/1993,Withdawn,,Withdawn
1993.564X,1/13/1994,Approved,13624,Approved
1993.567C,1/20/1994,Approved,13627,Approved
1993.571C,12/15/1994,Approved,13793,Approved
1993.571V,4/26/1995,Approved,,Approved
1993.577V,3/30/1994,Approved,,Approved
1993.582C,12/16/1993,Approved,13616,Approved
1993.584C,11/10/1994,Approved,,Approved
1993.585C,12/9/1993,Approved,13612,Approved
1993.586C,5/11/1995,Approved,,Approved
1993.587C,12/9/1993,Approved,13608,Approved
1993.588C,12/16/1993,Approved,13613,Approved
1993.590D,3/24/1994,Approved,,Approved
1993.591D,11/29/1993,Approved,,Approved
1993.592V,2/3/1994,Approved,,Approved
1993.593V,11/23/1993,Approved,,Approved
1993.595C,1/6/1994,Approved,13619,Approved
1993.598D,11/29/1993,Approved,,Approved
1993.601D,11/29/1993,Approved,,Approved
1993.610V,3/25/1994,Approved,,Approved
1993.615V,2/15/1994,Approved,,Approved
1993.618V,2/15/1994,Approved,,Approved
1993.619C,4/14/1994,Approved,13671,Approved
1993.622D,4/28/1994,Approved,,Approved
1993.634V,3/25/1994,Approved,,Approved
1993.635V,1/24/1994,Approved,,Approved
1993.639V,5/17/1994,Approved,,Approved
1993.651V,2/14/1994,Approved,,Approved
1993.654C,5/26/1994,Approved,13696,Approved
1993.663V,5/13/1994,Approved,,Approved
1993.664V,2/3/1994,Approved,,Approved
1993.665V,1/27/1994,Approved,,Approved
1993.669V,1/28/1994,Approved,,Approved
1993.670V,12/10/1993,Withdawn,,Withdawn
1993.671V,6/16/1994,Approved,,Approved
1993.672V,7/7/1994,Approved,,Approved
1993.674D,5/19/1994,Approved,,Approved
1993.677V,2/15/1994,Approved,,Approved
1993.678V,5/10/1994,Approved,,Approved
1993.679V,12/17/1993,Approved,,Approved
1993.681C,1/27/1994,Approved,13630,Approved
1993.682D,3/10/1994,Approved,,Approved
1993.686C,2/10/1994,Approved,13644,Approved
1993.687V,1/27/1994,Approved,,Approved
1993.688C,6/16/1994,Approved,13710,Approved
1993.688V,8/18/1995,Approved,,Approved
1993.689C,3/17/1994,Approved,13660,Approved
1993.689V,4/7/1995,Approved,,Approved
1993.692V,2/7/1994,Approved,,Approved
1993.696C,2/10/1994,Approved,13645,Approved
1993.702C,7/21/1994,Approved,13731,Approved
1993.703C,7/14/1994,Approved,13724,Approved
1993.710V,1/12/1993,Approved,,Approved
1993.714V,3/15/1994,Approved,,Approved
1993.720V,11/8/1994,Approved,,Approved
1993.722V,5/4/1994,Approved,,Approved
1993.739V,3/29/1994,Approved,,Approved
1993.740V,4/17/1996,Approved,,Approved
1993.741D,4/14/1994,Approved,,Approved
1993.742C,6/9/1994,Approved,13705,Approved
1993.743C,5/19/1994,Approved,13691,Approved
1993.744C,8/25/1994,Disapproved,13752,Disapproved
1993.745D,2/2/1995,Approved,,Approved
1993.746D,3/10/1994,Approved,,Approved
1993.747C,10/20/1994,Approved,13766,Approved
1993.748C,5/26/1994,Approved,13698,Approved
1993.757V,3/25/1994,Approved,,Approved
1993.760V,1/27/1994,Approved,,Approved
1994.001V,2/3/1994,Approved,13641,Approved
1994.003C,4/28/1994,Approved,13678,Approved
1994.004C,3/24/1994,Approved,13665,Approved
1994.007D,2/16/1995,Approved,,Approved
1994.012V,3/30/1994,Approved,,Approved
1994.015V,3/23/1994,Approved,,Approved
1994.016V,2/10/1994,Withdawn,,Withdawn
1994.017V,5/18/1994,Approved,,Approved
1994.018V,2/28/1994,Approved,,Approved
1994.025V,2/28/1994,Approved,,Approved
1994.026V,2/25/1994,Approved,,Approved
1994.037D,4/21/1994,Approved,,Approved
1994.039V,4/11/1994,Approved,,Approved
1994.040V,2/23/1994,Approved,,Approved
1994.041V,3/23/1994,Approved,,Approved
1994.042C,5/5/1994,Approved,13681,Approved
1994.044A,6/9/1994,Approved,13706,Approved
1994.044C,6/9/1994,Approved,13707,Approved
1994.059D,3/17/1994,Approved,,Approved
1994.062V,3/30/1994,Approved,,Approved
1994.063V,4/8/1994,Approved,,Approved
1994.064V,3/30/1994,Approved,,Approved
1994.065V,4/11/1994,Approved,,Approved
1994.067C,5/5/1994,Approved,13680,Approved
1994.068C,6/16/1994,Approved,13711,Approved
1994.072D,3/17/1994,Approved,,Approved
1994.073D,2/16/1995,Approved,,Approved
1994.075V,5/3/1994,Approved,,Approved
1994.076V,4/9/1996,Approved,,Approved
1994.078V,5/2/1994,Approved,,Approved
1994.081V,4/7/1994,Approved,,Approved
1994.085V,4/11/1994,Approved,,Approved
