RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
1999.231A,8/6/1999,Approved,,Approved
1999.233C,3/25/2004,Approved,16755,Approved
1999.234D,10/5/2000,Approved,,Approved
1999.236C,9/9/1999,Approved,,Approved
1999.238C,5/27/1999,Approved,,Approved
1999.242C,10/14/1999,Approved,,Approved
1999.243D,7/13/2002,Approved,,Approved
1999.245D,6/24/1999,Approved,,Approved
1999.247C,6/14/1999,Cancelled,,Cancelled
1999.248D,6/17/1999,Approved,,Approved
1999.249V,5/26/1999,Approved,,Approved
1999.253C,8/26/1999,Disapproved,14871,Disapproved
1999.254D,8/12/1999,Approved,,Approved
1999.258V,5/26/1999,Approved,,Approved
1999.259V,5/26/1999,Approved,,Approved
1999.262C,6/10/1999,Approved,,Approved
1999.266C,11/4/1999,Disapproved,14916,Disapproved
1999.267C,12/13/1999,Cancelled,,Cancelled
1999.270D,12/19/1999,Approved,,Approved
1999.270D_4,12/19/1999,Approved,,Approved
1999.279V,5/26/1999,Approved,,Approved
1999.280V,6/23/1999,Approved,,Approved
1999.288C,6/17/1999,Withdawn,,Withdawn
1999.289C,2/24/2000,Approved,,Approved
1999.300B,12/7/2000,Approved,,Approved
1999.300X,12/7/2000,Approved,,Approved
1999.306C,8/26/1999,Approved,,Approved
1999.307C,6/22/1999,Withdawn,,Withdawn
1999.310D,7/19/2000,Approved,,Approved
1999.311D,2/17/2000,Approved,,Approved
1999.312D,1/27/2000,Approved,,Approved
1999.317V,6/23/1999,Approved,,Approved
1999.319V,6/23/1999,Approved,,Approved
1999.321V,6/23/1999,Approved,,Approved
1999.322C,11/4/1999,Approved,,Approved
1999.326D,6/10/1999,Approved,,Approved
1999.326D_3,6/10/1999,Approved,,Approved
1999.330A,2/8/2000,Approved,,Approved
1999.337A,9/17/1999,Approved,,Approved
1999.340V,6/23/1999,Approved,,Approved
1999.342C,7/15/1999,Approved,14853,Approved
1999.343C,5/20/2000,Cancelled,,Cancelled
1999.351D,11/4/1999,Approved,,Approved
1999.351D_2,11/4/1999,Approved,,Approved
1999.353V,6/23/1999,Approved,,Approved
1999.355C,7/22/1999,Approved,,Approved
1999.356D,12/9/1999,Approved,,Approved
1999.357D,10/28/1999,Approved,,Approved
1999.357V,6/23/1999,Disapproved,,Disapproved
1999.358V,7/29/1999,Approved,,Approved
1999.360C,9/9/1999,Approved,14883,Approved
1999.362C,8/12/1999,Disapproved,14867,Disapproved
1999.362C,8/12/1999,Approved,14867,Approved
1999.363C,11/18/1999,Approved,,Approved
1999.366V,10/22/1999,Approved,,Approved
1999.367C,12/16/1999,Approved,,Approved
1999.367C,12/16/1999,Approved,14943,Approved
1999.368C,8/5/1999,Approved,,Approved
1999.371C,8/5/1999,Approved,,Approved
1999.371C,8/5/1999,Approved,14864,Approved
1999.374D_3,3/15/2000,Approved,,Approved
1999.380A,6/23/1999,Approved,,Approved
1999.382A,8/12/1999,Approved,,Approved
1999.385C,12/8/2005,Approved,17159,Approved
1999.385C_4,12/8/2005,Approved,,Approved
1999.389A,9/20/1999,Approved,,Approved
1999.397V,6/10/1999,Approved,,Approved
1999.398C,11/18/1999,Approved,,Approved
1999.400C,4/11/2000,Withdawn,,Withdawn
1999.404V,8/25/1999,Approved,,Approved
1999.406C,9/2/1999,Approved,14875,Approved
1999.410C,10/5/2000,Approved,,Approved
1999.412D,7/15/1999,Approved,,Approved
1999.414C,6/8/2000,Approved,15086,Approved
1999.414V,6/8/2000,Approved,,Approved
1999.416C,9/2/1999,Approved,14876,Approved
1999.417V,7/28/1999,Disapproved,,Disapproved
1999.418D,1/6/2000,Approved,,Approved
1999.422A,9/17/1999,Approved,,Approved
1999.423A,9/20/2001,Approved,16240,Approved
1999.423B,9/20/2001,Approved,,Approved
1999.428V,11/17/1999,Approved,,Approved
1999.429A,8/6/1999,Approved,,Approved
1999.431C,9/16/1999,Approved,,Approved
1999.434A,9/17/1999,Approved,,Approved
1999.435V,7/28/1999,Disapproved,,Disapproved
1999.437D,5/11/2000,Approved,,Approved
1999.438C,11/18/1999,Approved,14926,Approved
1999.438V,11/18/1999,Approved,,Approved
1999.439C,9/23/1999,Approved,,Approved
1999.440V,7/28/1999,Approved,,Approved
1999.441V,7/28/1999,Approved,,Approved
1999.444A,9/17/1999,Approved,,Approved
1999.445A,2/8/2000,Approved,,Approved
1999.447V,7/28/1999,Disapproved,,Disapproved
1999.449A,2/8/2000,Approved,,Approved
1999.450V,8/25/1999,Approved,,Approved
1999.451V,8/25/1999,Approved,,Approved
1999.452V,8/25/1999,Disapproved,,Disapproved
1999.453A,9/10/1999,Approved,,Approved
1999.456A,7/28/1999,Approved,,Approved
1999.461V,12/12/1999,Approved,,Approved
1999.463C,2/3/2000,Approved,14979,Approved
1999.467V,6/22/2000,Cancelled,,Cancelled
1999.469V,10/27/1999,Disapproved,,Disapproved
1999.470C,10/7/1999,Approved,,Approved
1999.470C,10/7/1999,Approved,14896,Approved
1999.472D,12/9/1999,Approved,,Approved
1999.472D_10,12/9/1999,Approved,,Approved
1999.472D_4,12/9/1999,Approved,,Approved
1999.472D_7,12/9/1999,Approved,,Approved
1999.473D,3/2/2000,Approved,,Approved
1999.475V,4/26/2000,Approved,,Approved
1999.483C,10/21/1999,Approved,,Approved
1999.485C,12/2/1999,Approved,14933,Approved
1999.489C,1/13/2000,Disapproved,,Disapproved
1999.491C,11/9/2006,Cancelled,,Cancelled
1999.492V,9/22/1999,Approved,,Approved
1999.495V,9/22/1999,Approved,,Approved
1999.497V,10/27/1999,Disapproved,,Disapproved
1999.498A,8/11/1999,Approved,,Approved
1999.504V,9/21/1999,Withdawn,,Withdawn
1999.506V,11/19/2001,Withdawn,,Withdawn
1999.509C,9/20/1999,Cancelled,,Cancelled
1999.511C,11/4/1999,Approved,,Approved
1999.511C,11/4/1999,Approved,14923,Approved
1999.514C,9/23/1999,Approved,,Approved
1999.516C,1/20/2000,Approved,,Approved
1999.519V,8/31/1999,Withdawn,,Withdawn
1999.525A,9/17/1999,Approved,,Approved
1999.526D,10/14/1999,Approved,,Approved
1999.528V,11/17/1999,Approved,,Approved
1999.530C,2/10/2000,Disapproved,14982,Disapproved
1999.536C,1/24/2008,Adopted,,Approved
1999.543D,10/19/2000,Approved,,Approved
1999.543D_4,10/19/2000,Approved,,Approved
1999.544D,9/2/1999,Approved,,Approved
1999.547A,10/1/1999,Approved,,Approved
1999.554B,3/13/2003,Cancelled,,Cancelled
1999.554C,3/13/2003,Approved,16545,Approved
1999.554D,3/13/2003,Cancelled,,Cancelled
1999.555A,11/3/1999,Approved,,Approved
1999.558C,4/27/2000,Approved,15039,Approved
1999.559C,11/18/1999,Disapproved,14930,Disapproved
1999.562A,12/13/1999,Approved,,Approved
1999.562C,3/23/2000,Approved,,Approved
1999.563D,3/28/2001,Withdawn,,Withdawn
1999.566B,9/19/1999,Approved,14884,Approved
1999.569V,10/27/1999,Disapproved,,Disapproved
1999.570V,12/15/1999,Approved,,Approved
1999.571C,7/6/2000,Approved,,Approved
1999.578C,5/11/2000,Approved,,Approved
1999.579C,11/2/2000,Approved,,Approved
1999.579C,11/2/2000,Approved,16018,Approved
1999.580C,7/6/2000,Approved,,Approved
1999.583B,5/18/2000,Approved,15062,Approved
1999.583X,5/18/2000,Approved,15061,Approved
1999.584D,8/24/2000,Approved,,Approved
1999.591A,10/1/1999,Approved,,Approved
1999.602C,1/20/2000,Approved,14966,Approved
1999.603B,4/5/2001,Approved,,Approved
1999.603X,4/5/2001,Approved,,Approved
1999.605V,10/15/1999,Withdawn,,Withdawn
1999.606V,11/17/1999,Cancelled,,Cancelled
1999.607A,11/3/1999,Approved,,Approved
1999.608V,11/3/1999,Withdawn,,Withdawn
1999.610D,3/8/2000,Approved,,Approved
1999.612C,11/18/1999,Approved,,Approved
1999.624C,4/27/2000,Approved,,Approved
1999.624C,4/27/2000,Approved,15038,Approved
1999.625C,2/26/2001,Withdawn,,Withdawn
1999.626C,2/10/2000,Withdawn,,Withdawn
1999.630C,3/3/2000,Withdawn,,Withdawn
1999.644C,1/13/2000,Approved,14958,Approved
1999.645V,5/24/2000,Approved,,Approved
1999.650D,11/9/1999,Approved,,Approved
1999.651D,2/10/2000,Approved,,Approved
1999.654C,2/10/2000,Approved,,Approved
1999.656C,12/4/1999,Approved,,Approved
1999.657C,12/7/1999,Withdawn,,Withdawn
1999.658V,10/5/1999,Cancelled,,Cancelled
1999.659D,2/10/2000,Approved,,Approved
1999.659D_3,2/10/2000,Approved,,Approved
1999.664C,2/24/2000,Approved,14997,Approved
1999.664D,2/1/2000,Approved,,Approved
1999.667D,12/16/1999,Approved,,Approved
1999.667D_3,12/16/1999,Approved,,Approved
1999.667D_5,12/9/1999,Approved,,Approved
1999.668B,9/7/2000,Adopted,15967,Approved
1999.668X,9/7/2000,Approved,,Approved
1999.671D,8/29/2005,Cancelled,,Cancelled
1999.674V,10/13/1999,Approved,,Approved
1999.677C,4/6/2000,Approved,15021,Approved
1999.680D,12/9/1999,Approved,,Approved
1999.682V,11/17/1999,Approved,,Approved
1999.683C,12/16/1999,Approved,,Approved
1999.685D,2/3/2000,Approved,,Approved
1999.688C,5/25/2000,Approved,15068,Approved
1999.688V,5/4/2000,Approved,,Approved
1999.689C,1/20/2000,Approved,14968,Approved
1999.694V,12/15/1999,Approved,,Approved
1999.697V,12/15/1999,Disapproved,,Disapproved
1999.698V,6/28/2000,Approved,,Approved
1999.699A,12/2/1999,Approved,,Approved
1999.703C,12/16/1999,Approved,,Approved
1999.711V,1/26/2000,Disapproved,,Disapproved
1999.712C,1/20/2000,Approved,,Approved
1999.716A,12/7/1999,Approved,,Approved
1999.723C,9/20/2001,Approved,16242,Approved
1999.728C,8/3/2000,Approved,,Approved
1999.730C,1/13/2000,Approved,,Approved
1999.744D,3/23/2000,Approved,,Approved
1999.746C,7/13/2000,Approved,,Approved
1999.747V,1/26/2000,Approved,,Approved
1999.753D,1/20/2000,Approved,,Approved
1999.756D,5/15/2000,Withdawn,,Withdawn
1999.765D,1/20/2000,Approved,,Approved
1999.780V,3/22/2000,Approved,,Approved
1999.785D,1/6/2000,Approved,,Approved
1999.790C,7/20/2000,Disapproved,15924,Disapproved
1999.795B,3/15/2001,Approved,16122,Approved
1999.795C,3/15/2001,Approved,16123,Approved
1999.795D,3/15/2002,Approved,,Approved
1999.803V,2/23/2000,Approved,,Approved
1999.806C,12/22/1999,Withdawn,,Withdawn
1999.811D,1/17/2001,Withdawn,,Withdawn
1999.812C,11/9/2000,Approved,16031,Approved
1999.813C,4/4/2002,Disapproved,16366,Disapproved
1999.813D,4/4/2002,Disapproved,16366,Disapproved
1999.817C,8/3/2000,Approved,,Approved
1999.818C,4/11/2002,Approved,,Approved
1999.819C,1/20/2000,Approved,,Approved
1999.821A,4/14/2000,Approved,,Approved
1999.821B,11/2/2000,Approved,16025,Approved
1999.821C,11/2/2000,Approved,16024,Approved
1999.821V,11/2/2000,Approved,,Approved
1999.823C,5/5/2000,Withdawn,,Withdawn
1999.824C,5/4/2000,Approved,15047,Approved
1999.827C,7/6/2000,Approved,,Approved
1999.827C,7/6/2000,Approved,15908,Approved
1999.830C,5/25/2000,Approved,,Approved
1999.831C,2/29/2000,Withdawn,,Withdawn
1999.832C,4/27/2000,Approved,14041,Approved
1999.839C,6/8/2000,Approved,,Approved
1999.849C,12/14/2000,Approved,,Approved
1999.852C,2/17/2000,Approved,14987,Approved
1999.857C,1/28/2000,Approved,14967,Approved
1999.862C,3/2/2000,Approved,,Approved
1999.866C,3/2/2000,Approved,15007,Approved
1999.885C,5/17/2001,Approved,,Approved
1999.893C,6/22/2000,Approved,,Approved
1999.895C,5/1/2000,Withdawn,,Withdawn
1999.897C,4/13/2000,Approved,,Approved
1999.902C,4/13/2000,Approved,,Approved
