RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
1985.088V,8/9/1985,Approved,,Approved
1985.091V,10/3/1985,Approved,,Approved
1985.100C,6/20/1985,Disapproved,10355,Disapproved
1985.100C,8/26/1985,Approved,,Approved
1985.107C,7/25/1985,Approved,10382,Approved
1985.109V,8/16/1985,Disapproved,,Disapproved
1985.110C,5/30/1985,Approved,10321,Approved
1985.111C,10/22/1987,Approved,11183,Approved
1985.113V,5/31/1985,Approved,,Approved
1985.114C,10/22/1987,Approved,11182,Approved
1985.122C,5/2/1985,Approved,10296,Approved
1985.125C,7/18/1985,Disapproved,10376,Disapproved
1985.134C,5/2/1985,Approved,10299,Approved
1985.135C_2,9/5/1985,Approved,10418,Approved
1985.137C,6/6/1985,Approved,10331,Approved
1985.138C,6/6/1985,Approved,10333,Approved
1985.144V,10/8/1985,Approved,,Approved
1985.149V,9/4/1985,Approved,,Approved
1985.151V,7/18/1985,Approved,,Approved
1985.155V,7/23/1985,Disapproved,,Disapproved
1985.157C,6/6/1985,Approved,10329,Approved
1985.157C,6/6/1985,Approved,10328,Approved
1985.158C,5/23/1985,Approved,10319,Approved
1985.159C_2,6/6/1985,Approved,10334,Approved
1985.161V,6/10/1985,Approved,,Approved
1985.162V,6/17/1985,Disapproved,,Disapproved
1985.163C,6/6/1985,Approved,10332,Approved
1985.171C,6/6/1985,Approved,10327,Approved
1985.175V,11/21/1985,Disapproved,,Disapproved
1985.181C,9/4/1987,Approved,10810,Approved
1985.183V,7/22/1985,Disapproved,,Disapproved
1985.189C,6/6/1985,Approved,10338,Approved
1985.190V,4/30/1986,Approved,,Approved
1985.191C,6/6/1985,Approved,10343,Approved
1985.195V,10/24/1985,Approved,,Approved
1985.196C,6/6/1985,Approved,10339,Approved
1985.198V,10/27/1986,Approved,,Approved
1985.199V,7/22/1985,Approved,,Approved
1985.200V,9/9/1985,Approved,,Approved
1985.203V,7/21/1985,Approved,,Approved
1985.206C,11/21/1985,Approved,,Approved
1985.209C,6/20/1985,Disapproved,10356,Disapproved
1985.210V,8/14/1986,Approved,,Approved
1985.212V,10/25/1985,Disapproved,,Disapproved
1985.216C,7/11/1985,Approved,10366,Approved
1985.221C,7/18/1985,Disapproved,10375,Disapproved
1985.222V,7/22/1985,Approved,,Approved
1985.223V,7/19/1985,Disapproved,,Disapproved
1985.224C,6/6/1985,Approved,10342,Approved
1985.226V,7/24/1985,Disapproved,,Disapproved
1985.231C,7/11/1985,Approved,10371,Approved
1985.238V,8/27/1985,Approved,,Approved
1985.243C,7/11/1985,Approved,10373,Approved
1985.244B,5/28/1987,Approved,11026,Approved
1985.244C,5/28/1987,Approved,11027,Approved
1985.253V,6/9/1986,Disapproved,,Disapproved
1985.255V,4/4/1986,Disapproved,,Disapproved
1985.258V,8/7/1985,Approved,,Approved
1985.259C,2/13/1986,Approved,10605,Approved
1985.260V,7/28/1985,Disapproved,,Disapproved
1985.263C,7/11/1985,Approved,10370,Approved
1985.266C,6/27/1985,Approved,10359,Approved
1985.270C,2/6/1986,Withdawn,,Withdawn
1985.272C,7/11/1985,Approved,10372,Approved
1985.276C,11/9/1987,Approved,11148,Approved
1985.276V,11/1/1985,Approved,,Approved
1985.280V,12/10/1985,Approved,,Approved
1985.281C,11/7/1985,Approved,10477,Approved
1985.282C,9/5/1985,Disapproved,10412,Disapproved
1985.284C,7/11/1985,Approved,10374,Approved
1985.296C,8/1/1985,Approved,10387,Approved
1985.297C,7/11/1985,Approved,10367,Approved
1985.298C,8/1/1985,Approved,10385,Approved
1985.303C,8/1/1985,Approved,10389,Approved
1985.305C,9/5/1985,Approved,10415,Approved
1985.307C,8/15/1985,Approved,,Approved
1985.310V,9/26/1985,Approved,,Approved
1985.311C,10/3/1985,Approved,10439,Approved
1985.313V,9/11/1985,Approved,,Approved
1985.317V,10/21/1986,Approved,,Approved
1985.318V,9/5/1985,Disapproved,,Disapproved
1985.319C,2/3/1986,Approved,,Approved
1985.320V,9/24/1985,Disapproved,,Disapproved
1985.321V,9/4/1985,Disapproved,,Disapproved
1985.322V,8/28/1985,Disapproved,,Disapproved
1985.324V,11/21/1985,Approved,,Approved
1985.325C,8/1/1985,Approved,10386,Approved
1985.333C,10/17/1985,Approved,11/17/1985,Approved
1985.334C,8/15/1985,Approved,10394,Approved
1985.336C,12/4/1986,Approved,10866,Approved
1985.338C,9/19/1985,Disapproved,10432,Disapproved
1985.340C,10/3/1985,Approved,10436,Approved
1985.341C,1/22/1987,Withdawn,,Withdawn
1985.342C,11/7/1985,Approved,11/7/1985,Approved
1985.343C,9/19/1985,Approved,10433,Approved
1985.345C,10/3/1985,Approved,10443,Approved
1985.349C,8/15/1985,Approved,10395,Approved
1985.350C,9/5/1985,Approved,10414,Approved
1985.355V,11/21/1985,Approved,,Approved
1985.358C,9/5/1985,Approved,10416,Approved
1985.359V,11/7/1985,Approved,,Approved
1985.360C,1/9/1985,Approved,10540,Approved
1985.360V,2/24/1986,Approved,,Approved
1985.362V,2/21/1986,Approved,,Approved
1985.365C,10/17/1985,Approved,10451,Approved
1985.370V,3/3/1986,Approved,,Approved
1985.374C,12/12/1985,Approved,10523,Approved
1985.375V,10/10/1985,Approved,,Approved
1985.376V,3/28/1986,Approved,,Approved
1985.377C,9/26/1985,Approved,,Approved
1985.378V,10/8/1985,Approved,,Approved
1985.380V,9/4/1985,Approved,,Approved
1985.384V,10/8/1985,Disapproved,,Disapproved
1985.386C,9/30/1985,Approved,,Approved
1985.387V,10/10/1985,Approved,,Approved
1985.391V,11/7/1985,Approved,,Approved
1985.393C,10/3/1985,Disapproved,10440,Disapproved
1985.398C_2,11/14/1985,Approved,10496,Approved
1985.401C,5/15/1985,Approved,10688,Approved
1985.406V,12/10/1985,Approved,,Approved
1985.407C,1/20/1987,Withdawn,,Withdawn
1985.408V,1/19/1988,Approved,,Approved
1985.414B,7/13/1989,Approved,,Approved
1985.414B_2,7/9/1987,Disapproved,11078,Disapproved
1985.414X,4/19/1990,Approved,11921,Approved
1985.414X_2,4/19/1990,Approved,11921,Approved
1985.414X_3,4/19/1990,Approved,11921,Approved
1985.416V,11/7/1985,Disapproved,,Disapproved
1985.420C,12/5/1985,Approved,,Approved
1985.421C,2/13/1986,Approved,10603,Approved
1985.421V,10/31/1986,Approved,,Approved
1985.422C,12/19/1985,Approved,10530,Approved
1985.423C,11/7/1985,Approved,10483,Approved
1985.424C,12/10/1987,Approved,11218,Approved
1985.425V,3/10/1986,Approved,,Approved
1985.426V,11/5/1985,Approved,,Approved
1985.427C,11/7/1985,Approved,10484,Approved
1985.428V,11/5/1985,Approved,,Approved
1985.429C,11/7/1985,Approved,10480,Approved
1985.431C,11/7/1985,Approved,10475,Approved
1985.432C,10/17/1985,Approved,10455,Approved
1985.435C,10/17/1985,Approved,10454,Approved
1985.436V,2/20/1986,Disapproved,,Disapproved
1985.437C,10/31/1985,Approved,10465,Approved
1985.438V,11/22/1985,Approved,,Approved
1985.444V,2/7/1986,Disapproved,,Disapproved
1985.448V,4/8/1986,Disapproved,,Disapproved
1985.452C,12/5/1985,Approved,10514,Approved
1985.455C,4/10/1986,Approved,10661,Approved
1985.456C,11/7/1985,Approved,10476,Approved
1985.458V,12/19/1985,Disapproved,,Disapproved
1985.460C,12/5/1985,Disapproved,10513,Disapproved
1985.461V,2/25/1986,Approved,,Approved
1985.462C,12/5/1985,Approved,10511,Approved
1985.466C,2/27/1986,Approved,10618,Approved
1985.466C_2,11/19/1987,Approved,11210,Approved
1985.470V,12/16/1985,Disapproved,,Disapproved
1985.472C,11/7/1985,Approved,10482,Approved
1985.475V,12/10/1985,Approved,,Approved
1985.477V,11/5/1985,Approved,,Approved
1985.478V,2/5/1986,Approved,,Approved
1985.479C,12/5/1985,Approved,10510,Approved
1985.480C,11/7/1985,Approved,10481,Approved
1985.483C,12/5/1985,Approved,10520,Approved
1985.485C,1/9/1986,Approved,10535,Approved
1985.486C,11/7/1985,Approved,10474,Approved
1985.486V,11/7/1985,Approved,10474,Approved
1985.487V,12/10/1985,Approved,,Approved
1985.490C,11/14/1985,Approved,10490,Approved
1985.491V,1/7/1986,Disapproved,,Disapproved
1985.492C,12/5/1985,Approved,10515,Approved
1985.493V,5/28/1986,Approved,,Approved
1985.495C,12/4/1986,Approved,10870,Approved
1985.496V,1/7/1986,Approved,,Approved
1985.499V,5/30/1986,Approved,,Approved
1985.501C,12/5/1985,Disapproved,10517,Disapproved
1985.503V,5/19/1986,Approved,,Approved
1985.506V,3/11/1986,Approved,,Approved
1985.508V,3/3/1986,Approved,,Approved
1985.510C,12/19/1985,Approved,10526,Approved
1985.517C,12/5/1985,Approved,10516,Approved
1985.518C,12/5/1985,Approved,10519,Approved
1985.519C,2/3/1987,Withdawn,,Withdawn
1985.519V,2/3/1987,Withdawn,,Withdawn
1985.522C,1/9/1986,Disapproved,10541,Disapproved
1985.523V,2/25/1986,Approved,,Approved
1985.524C,4/3/1986,Approved,10655,Approved
1985.525C,1/9/1986,Approved,10544,Approved
1985.528V,4/7/1986,Disapproved,,Disapproved
1985.531V,5/20/1986,Approved,,Approved
1985.532C,5/15/1986,Approved,10689,Approved
1985.535C,2/6/1986,Approved,10593,Approved
1985.535V,6/6/1986,Disapproved,,Disapproved
1985.536C,1/9/1986,Approved,10543,Approved
1985.539V,9/30/1986,Approved,,Approved
1985.540V,3/10/1986,Approved,,Approved
1985.541C,2/3/1987,Withdawn,,Withdawn
1985.543C,12/19/1985,Approved,,Approved
1985.544C,12/19/1985,Approved,10528,Approved
1985.548V,2/25/1986,Approved,,Approved
1985.552C,12/19/1985,Approved,10529,Approved
1985.553C,2/20/1986,Approved,10612,Approved
1985.558C,1/9/1986,Approved,10542,Approved
1985.559V,3/18/1986,Disapproved,,Disapproved
1985.560V,6/17/1986,Disapproved,,Disapproved
1985.563C,2/6/1986,Approved,10602,Approved
1985.567C,12/19/1985,Approved,10531,Approved
1985.570C,5/1/1986,Approved,10679,Approved
1985.572C,12/14/1989,Approved,11825,Approved
1985.572C_2,2/6/1986,Approved,10601,Approved
1985.574C,8/21/1986,Approved,10880,Approved
1985.575C,1/16/1986,Approved,10556,Approved
1985.582V,6/19/1986,Approved,,Approved
1985.583C,2/13/1986,Approved,,Approved
1985.584C,1/9/1986,Approved,10557,Approved
1985.587V,2/4/1986,Approved,,Approved
1985.649C,12/17/1987,Approved,11232,Approved
1985.650V,2/17/1987,Disapproved,,Disapproved
1985.652V,3/11/1986,Disapproved,,Disapproved
1985.653C,1/9/1986,Approved,10536,Approved
1985.654C,1/9/1986,Approved,10537,Approved
1985.663V,3/3/1986,Approved,,Approved
1985.664V,6/4/1986,Approved,,Approved
1985.673V,4/10/1986,Approved,,Approved
1985.674V,5/20/1986,Approved,,Approved
1985.678C_2,2/20/1986,Approved,10610,Approved
1985.681C,1/23/1986,Approved,10610,Approved
1985.685V,3/10/1986,Approved,,Approved
1985.693C,4/2/1987,Approved,10982,Approved
1985.693V,7/1/1987,Approved,,Approved
1985.695V,10/24/1986,Approved,,Approved
1985.696C,5/8/1986,Approved,,Approved
1985.697C,2/6/1986,Approved,10581,Approved
1985.698V,3/28/1986,Approved,,Approved
1985.700V,1/13/1987,Disapproved,,Disapproved
1985.702V,3/7/1986,Approved,,Approved
1986.003C,2/6/1986,Approved,10582,Approved
1986.007C,2/20/1986,Approved,10609,Approved
1986.010V,4/29/1986,Approved,,Approved
1986.013V,6/10/1986,Approved,,Approved
1986.016V,5/13/1986,Approved,,Approved
1986.019C,6/5/1986,Disapproved,10708,Disapproved
1986.019V,10/15/1986,Approved,,Approved
1986.023V,8/15/1986,Approved,,Approved
1986.024C,2/20/1986,Disapproved,10611,Disapproved
1986.025V,4/9/1986,Approved,,Approved
1986.026V,5/28/1986,Approved,,Approved
1986.031C,3/26/1986,Approved,,Approved
1986.035V,6/12/1986,Approved,,Approved
1986.037V,4/23/1986,Disapproved,,Disapproved
1986.038V,8/4/1986,Approved,,Approved
1986.039V,6/9/1986,Approved,,Approved
1986.042C,3/20/1986,Disapproved,10638,Disapproved
1986.043C,3/20/1986,Disapproved,10639,Disapproved
1986.045C,3/6/1986,Approved,10623,Approved
1986.046C,3/6/1986,Disapproved,10625,Disapproved
1986.047C,2/19/1986,Approved,,Approved
1986.050C,3/6/1986,Approved,10624,Approved
1986.051C,4/10/1986,Approved,10662,Approved
1986.054C,2/14/1986,Approved,,Approved
1986.056V,5/5/1986,Approved,,Approved
1986.059V,6/12/1986,Disapproved,,Disapproved
1986.064C,3/6/1986,Approved,10628,Approved
1986.066C,6/5/1986,Approved,10713,Approved
1986.073B,6/15/1989,Approved,11685,Approved
1986.073X,6/15/1989,Approved,11684,Approved
1986.074C,6/19/1986,Approved,10724,Approved
1986.075V,8/5/1986,Approved,,Approved
1986.076C,5/22/1986,Approved,10699,Approved
1986.076V,8/5/1986,Approved,,Approved
1986.080C,11/13/1986,Approved,10852,Approved
1986.081C,3/27/1986,Approved,10652,Approved
1986.085B,7/9/1987,Approved,11077,Approved
1986.085C,7/9/1987,Approved,11080,Approved
1986.085V,1/12/1988,Approved,,Approved
1986.085X,7/9/1987,Approved,,Approved
1986.086C,5/1/1986,Approved,10675,Approved
1986.087V,5/13/1986,Disapproved,,Disapproved
1986.089C,7/24/1986,Approved,10820,Approved
1986.090C,4/3/1986,Approved,10657,Approved
1986.091C,5/1/1986,Approved,10680,Approved
1986.098V,5/13/1986,Approved,,Approved
1986.103C,4/3/1986,Approved,,Approved
1986.112C,4/17/1986,Approved,10666,Approved
1986.118V,5/6/1986,Disapproved,,Disapproved
1986.119V,5/5/1986,Approved,,Approved
1986.124V,10/21/1986,Disapproved,,Disapproved
1986.127V,5/29/1986,Approved,,Approved
1986.129C,5/8/1986,Approved,,Approved
1986.133C,7/31/1986,Disapproved,10765,Disapproved
1986.135V,4/29/1986,Approved,,Approved
1986.139C,7/10/1986,Approved,10737,Approved
1986.139V,12/12/1986,Approved,,Approved
1986.144V,4/8/1987,Approved,,Approved
1986.145C,6/23/1988,Approved,11384,Approved
1986.145C_2,8/6/1987,Approved,11114,Approved
1986.146C,6/12/1986,Approved,10721,Approved
1986.153C,7/24/1986,Approved,10755,Approved
1986.154C,5/15/1986,Disapproved,10690,Disapproved
1986.155C,5/1/1986,Approved,10672,Approved
1986.157C,5/1/1986,Approved,10678,Approved
1986.159C,1/20/1986,Withdawn,,Withdawn
1986.160V,5/12/1986,Approved,,Approved
1986.162V,7/29/1986,Approved,,Approved
1986.164V,5/6/1986,Approved,,Approved
1986.165C,12/4/1986,Approved,10865,Approved
1986.166C,5/8/1986,Approved,10682,Approved
1986.167C,9/4/1986,Approved,10799,Approved
1986.176C,5/15/1986,Approved,10684,Approved
1986.177C,5/15/1986,Approved,10683,Approved
1986.180C,6/26/1986,Approved,10727,Approved
1986.190C,6/5/1986,Approved,10706,Approved
1986.192C,6/5/1986,Approved,10709,Approved
1986.194V,6/16/1986,Approved,,Approved
1986.198C_2,5/15/1986,Approved,10693,Approved
1986.198V,7/22/1987,Approved,,Approved
1986.205V,6/4/1986,Approved,,Approved
1986.207C,3/19/1987,Approved,10958,Approved
1986.207V,5/12/1987,Approved,,Approved
1986.211C,6/5/1986,Approved,10710,Approved
1986.216C,6/12/1986,Approved,10720,Approved
1986.217C,2/5/1987,Approved,10922,Approved
1986.218C,5/15/1986,Approved,10687,Approved
1986.220V,12/1/1986,Disapproved,,Disapproved
1986.226C,10/2/1986,Approved,10826,Approved
1986.226V,12/16/1986,Approved,,Approved
1986.227C,9/4/1986,Approved,10802,Approved
1986.228C,7/10/1986,Approved,10739,Approved
1986.229C,7/10/1986,Approved,10733,Approved
1986.231C,1/15/1987,Approved,10907,Approved
1986.232V,7/7/1986,Approved,,Approved
1986.234C,6/5/1986,Disapproved,10715,Disapproved
1986.235V,9/12/1986,Approved,,Approved
1986.241V,6/16/1986,Approved,,Approved
1986.242C,6/24/1986,Approved,10758,Approved
1986.244V,6/5/1986,Disapproved,,Disapproved
1986.245V,6/9/1986,Approved,,Approved
1986.246V,6/30/1986,Approved,,Approved
1986.248V,8/22/1986,Approved,,Approved
1986.250C,12/18/1986,Approved,10886,Approved
1986.254C,11/20/1986,Disapproved,10860,Disapproved
1986.255C,2/26/1987,Approved,10938,Approved
1986.255V,1/26/1988,Withdawn,,Withdawn
1986.256D,4/8/1989,Approved,,Approved
1986.261C,6/5/1986,Approved,10714,Approved
1986.262V,6/24/1986,Approved,,Approved
1986.263V,6/5/1986,Approved,,Approved
1986.267C,8/14/1986,Withdawn,,Withdawn
1986.269V,9/3/1986,Approved,,Approved
1986.270V,9/19/1986,Approved,,Approved
1986.274C,8/7/1986,Approved,10771,Approved
1986.277C,7/17/1986,Approved,10749,Approved
1986.279C,11/13/1987,Approved,,Approved
1986.282C,6/19/1986,Approved,10722,Approved
1986.283C,6/19/1986,Approved,,Approved
1986.285C,7/24/1986,Approved,10759,Approved
1986.286C,7/24/1986,Approved,10757,Approved
1986.287V,4/16/1987,Disapproved,,Disapproved
1986.288V,8/18/1986,Approved,,Approved
1986.289C,8/21/1986,Approved,10798,Approved
1986.290V,8/8/1986,Approved,,Approved
1986.291C,9/18/1986,Approved,10829,Approved
1986.292V,9/12/1986,Approved,,Approved
1986.293C,4/30/1987,Approved,11003,Approved
1986.294C,7/10/1986,Approved,10734,Approved
1986.296V,8/18/1986,Approved,,Approved
1986.297V,8/4/1986,Disapproved,,Disapproved
1986.298C,8/7/1986,Approved,10770,Approved
1986.299C,10/22/1987,Approved,11170,Approved
1986.303V,10/3/1986,Disapproved,,Disapproved
1986.309C,7/10/1986,Approved,10738,Approved
1986.310C,7/10/1986,Approved,10735,Approved
1986.314C,7/10/1986,Approved,10740,Approved
1986.315V,8/4/1986,Disapproved,,Disapproved
1986.317V,8/4/1986,Disapproved,,Disapproved
1986.318V,12/30/1987,Approved,,Approved
1986.319V,2/24/1987,Approved,,Approved
1986.320C,7/10/1986,Disapproved,10737,Disapproved
1986.331C,4/16/1986,Approved,10993,Approved
1986.334V,8/6/1986,Disapproved,,Disapproved
1986.342C,1/1/1987,Withdawn,,Withdawn
1986.343C,10/30/1986,Approved,10843,Approved
1986.344C,7/24/1986,Approved,10756,Approved
1986.345V,2/5/1987,Approved,,Approved
1986.346C,3/16/1989,Approved,11619,Approved
1986.346C_2,11/6/1986,Approved,10848,Approved
1986.351V,9/5/1986,Approved,,Approved
1986.353V,8/22/1986,Approved,,Approved
1986.354C,8/14/1986,Approved,10782,Approved
1986.361C,4/2/1987,Approved,10979,Approved
1986.362V,1/12/1987,Approved,,Approved
1986.366V,12/16/1986,Approved,,Approved
1986.367C,8/7/1986,Approved,10767,Approved
1986.372C,10/2/1986,Approved,10827,Approved
1986.373V,1/23/1987,Approved,,Approved
1986.375C,8/7/1986,Approved,10776,Approved
1986.376C,10/8/1986,Approved,,Approved
1986.377V,10/15/1986,Approved,,Approved
1986.378V,2/17/1987,Approved,,Approved
1986.381C,6/4/1987,Approved,11038,Approved
1986.382C,11/12/1987,Approved,11200,Approved
1986.383V,8/22/1986,Approved,,Approved
1986.385V,10/8/1986,Approved,,Approved
1986.386V,4/16/1986,Approved,,Approved
1986.388V,10/30/1986,Disapproved,,Disapproved
1986.389C,8/21/1986,Approved,10795,Approved
1986.392V,9/12/1986,Approved,,Approved
1986.394C,8/21/1986,Approved,10484,Approved
1986.395C,8/19/1987,Approved,10959,Approved
1986.401C,3/7/1986,Approved,10772,Approved
1986.404C,12/4/1986,Approved,10878,Approved
1986.405C,8/3/1989,Approved,11729,Approved
1986.405C_2,7/16/1987,Approved,11094,Approved
1986.405V,9/15/1987,Approved,,Approved
1986.415C,8/21/1986,Approved,10788,Approved
1986.416C,9/21/1986,Approved,10787,Approved
1986.417C,9/4/1986,Approved,10800,Approved
1986.419V,10/1/1986,Approved,,Approved
1986.420V,10/24/1986,Approved,,Approved
1986.421V,1/6/1987,Disapproved,,Disapproved
1986.426V,3/25/1987,Approved,,Approved
1986.428V,12/16/1986,Approved,,Approved
1986.436V,9/26/1986,Approved,,Approved
1986.440C,3/5/1987,Withdawn,,Withdawn
1986.441C,10/30/1986,Approved,10846,Approved
1986.443V,2/6/1987,Approved,,Approved
1986.444C,11/6/1986,Approved,10849,Approved
1986.445V,3/19/1987,Approved,,Approved
1986.446C,12/4/1986,Approved,10864,Approved
1986.448V,10/3/1986,Disapproved,,Disapproved
1986.449C,2/10/1987,Approved,10932,Approved
1986.450V,7/26/1988,Approved,,Approved
1986.450V_2,3/19/1987,Approved,,Approved
1986.451C,12/18/1986,Approved,10887,Approved
1986.452V,10/28/1986,Approved,,Approved
1986.455C,12/11/1986,Approved,10909,Approved
1986.456V,12/30/1986,Approved,,Approved
1986.465V,12/16/1986,Disapproved,,Disapproved
1986.468V,11/5/1986,Approved,,Approved
1986.471V,1/28/1987,Disapproved,,Disapproved
1986.480C,4/23/1987,Approved,10998,Approved
1986.482V,3/3/1987,Approved,,Approved
1986.484V,3/3/1987,Disapproved,,Disapproved
1986.485V,12/15/1986,Approved,,Approved
1986.486V,10/29/1986,Approved,,Approved
1986.490V,12/17/1986,Approved,,Approved
1986.491V,2/10/1987,Approved,,Approved
1986.493V,12/18/1986,Approved,,Approved
1986.496V,1/6/1987,Disapproved,,Disapproved
1986.497C,10/30/1986,Approved,10845,Approved
1986.499V,3/10/1987,Approved,,Approved
1986.501C,10/30/1986,Approved,10841,Approved
1986.502A,12/4/1986,Approved,10874,Approved
1986.502C,12/4/1986,Approved,10874,Approved
1986.504V,2/5/1987,Approved,,Approved
1986.506C,10/27/1988,Approved,11508,Approved
1986.506V,8/10/1988,Approved,,Approved
1986.514C,12/4/1986,Disapproved,10871,Disapproved
1986.515C,3/12/1987,Approved,10949,Approved
1986.517C,12/4/1986,Approved,,Approved
1986.520C,12/4/1986,Approved,10868,Approved
1986.521C,2/5/1987,Approved,10920,Approved
1986.522C,1/15/1987,Approved,10902,Approved
1986.522V,4/21/1987,Approved,,Approved
1986.523C,10/30/1986,Approved,10844,Approved
1986.524C_2,11/13/1986,Disapproved,10851,Disapproved
1986.525C,12/18/1986,Disapproved,10884,Disapproved
1986.526V,2/24/1987,Approved,,Approved
1986.527V,1/9/1987,Approved,,Approved
1986.528V,11/26/1986,Approved,,Approved
1986.530A,10/1/1986,Approved,,Approved
1986.531A,10/1/1986,Approved,,Approved
1986.533C,12/4/1986,Approved,10862,Approved
1986.534C,1/15/1987,Approved,10905,Approved
1986.535C,3/26/1987,Approved,10965,Approved
1986.540C,1/8/1987,Approved,10900,Approved
1986.541C,6/25/1987,Approved,11061,Approved
1986.553C,2/19/1987,Approved,10924,Approved
1986.555C,1/11/1988,Approved,,Approved
1986.555C_2,2/26/1987,Approved,10935,Approved
1986.560C,11/20/1986,Approved,10856,Approved
1986.561V,12/30/1986,Approved,,Approved
1986.562V,1/9/1987,Approved,,Approved
1986.563V,3/9/1987,Approved,,Approved
1986.564C,8/20/1987,Approved,,Approved
1986.572C,1/29/1987,Disapproved,10911,Disapproved
1986.573V,3/11/1987,Disapproved,,Disapproved
1986.574C,12/4/1986,Disapproved,10872,Disapproved
1986.576C,10/15/1987,Approved,11164,Approved
1986.577V,2/6/1987,Approved,,Approved
1986.578C,1/8/1987,Approved,10898,Approved
1986.583V,2/25/1986,Approved,,Approved
1986.585V,2/5/1987,Approved,,Approved
1986.586C,12/4/1986,Approved,10867,Approved
1986.588V,3/2/1987,Approved,,Approved
1986.589V,12/16/1986,Approved,,Approved
1986.591C,7/20/1988,Withdawn,,Withdawn
1986.591C_2,5/22/1987,Withdawn,,Withdawn
1986.591V,7/20/1988,Withdawn,,Withdawn
1986.598C,3/26/1987,Approved,10972,Approved
1986.599V,3/26/1987,Disapproved,,Disapproved
1986.600C,12/18/1986,Approved,10888,Approved
1986.601V,1/9/1987,Approved,,Approved
1986.602V,12/30/1986,Disapproved,,Disapproved
1986.603C,3/19/1987,Approved,10960,Approved
1986.611C,6/11/1987,Approved,11052,Approved
1986.618V,1/9/1987,Approved,,Approved
1986.621C,2/19/1987,Approved,10927,Approved
1986.622C,2/19/1987,Approved,10928,Approved
1986.624V,3/2/1987,Approved,,Approved
1986.625V,1/9/1987,Approved,,Approved
1986.626C,3/26/1987,Approved,10970,Approved
1986.627V,3/4/1987,Approved,,Approved
1986.628C,10/15/1987,Approved,11166,Approved
1986.628C_2,12/11/1986,Approved,10881,Approved
1986.630C,2/5/1987,Approved,10919,Approved
1986.631C,3/26/1987,Approved,10971,Approved
1986.635C,1/15/1987,Approved,10904,Approved
1986.636C,2/19/1987,Approved,10926,Approved
1986.637V,3/19/1987,Approved,,Approved
1986.655V,3/20/1987,Approved,,Approved
1986.661V,3/24/1987,Approved,,Approved
1986.661V_2,6/10/1987,Approved,,Approved
1986.668C,2/5/1987,Disapproved,10921,Disapproved
1986.671C,3/5/1987,Approved,10943,Approved
1986.672C,3/19/1987,Approved,10961,Approved
1986.674C,8/3/1989,Approved,11726,Approved
1986.688C,5/21/1988,Approved,11023,Approved
1986.688V,10/19/1988,Approved,,Approved
1986.693C,4/30/1987,Approved,11001,Approved
1986.693V,8/24/1987,Approved,,Approved
1986.696V,3/16/1987,Approved,,Approved
1986.698V,9/2/1987,Approved,,Approved
1986.699V,3/3/1987,Approved,,Approved
1986.701C,4/7/1988,Approved,11324,Approved
1986.702C,8/6/1987,Approved,11110,Approved
1986.703V,3/24/1987,Approved,,Approved
1986.704C,5/21/1987,Approved,11018,Approved
1986.708C,4/16/1987,Approved,10996,Approved
1986.713V,5/6/1987,Disapproved,,Disapproved
1986.715C,3/12/1987,Approved,10951,Approved
1986.716V,3/9/1987,Disapproved,,Disapproved
1986.720C,4/2/1987,Approved,10977,Approved
1987.001V,3/6/1987,Approved,,Approved
1987.002V,4/24/1987,Approved,,Approved
1987.003D,5/14/1987,Approved,11015,Approved
1987.004C,2/19/1987,Approved,10925,Approved
1987.008C,2/19/1987,Approved,10933,Approved
1987.009C,3/12/1987,Approved,10950,Approved
1987.012A,1/23/1987,Approved,,Approved
1987.015C,4/2/1987,Approved,10980,Approved
1987.025C,5/28/1987,Approved,11029,Approved
1987.028V,3/26/1987,Approved,,Approved
1987.030A,1/7/1987,Approved,,Approved
1987.035V,2/10/1988,Approved,,Approved
1987.036C,5/14/1987,Approved,11013,Approved
1987.038V,3/9/1987,Approved,,Approved
1987.040C,4/9/1987,Approved,10985,Approved
1987.041C,3/19/1987,Approved,10963,Approved
1987.042C,3/19/1987,Approved,,Approved
1987.044V,5/1/1987,Approved,,Approved
1987.051C,4/2/1987,Approved,10978,Approved
1987.058D,10/29/1987,Approved,11185,Approved
1987.060V,3/26/1987,Approved,,Approved
1987.062D,11/5/1987,Approved,11193,Approved
1987.070C,11/18/1987,Withdawn,,Withdawn
1987.071C,10/15/1987,Approved,11157,Approved
1987.071V,8/3/1987,Withdawn,,Withdawn
1987.072C,4/15/1987,Withdawn,,Withdawn
1987.073A,2/4/1987,Approved,,Approved
1987.074V,4/29/1987,Approved,,Approved
1987.076V,3/26/1987,Disapproved,,Disapproved
1987.077V,3/18/1988,Withdawn,,Withdawn
1987.077V_2,4/8/1987,Withdawn,,Withdawn
1987.079A,2/18/1987,Approved,,Approved
1987.080C,4/9/1987,Approved,10984,Approved
1987.081C,8/15/1991,Approved,13150,Approved
1987.081C_2,2/11/1988,Approved,11278,Approved
1987.081C_3,8/15/1991,Approved,13150,Approved
1987.081C_4,8/15/1991,Approved,13150,Approved
1987.081P,8/15/1991,Approved,13150,Approved
1987.081P_2,8/15/1991,Approved,13150,Approved
1987.081P_3,2/11/1988,Approved,11278,Approved
1987.084C,6/18/1987,Approved,11054,Approved
1987.086V,7/23/1987,Approved,,Approved
1987.087V,9/8/1987,Approved,,Approved
