"b1_alt_id","b1_special_text","SD_PRO_DES","SD_APP_DES","CURRENT","NEXT","RecordStatus"
"2017-010447ENF","26 Theresa Street Ongoing Illegal Short-Term Rental Activity","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010447ENF","26 Theresa Street Ongoing Illegal Short-Term Rental Activity","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010447ENF","26 Theresa Street Ongoing Illegal Short-Term Rental Activity","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-010461ENF","57 Coleridge Street Illegal Short-Term Rentals by Owner","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010461ENF","57 Coleridge Street Illegal Short-Term Rentals by Owner","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010461ENF","57 Coleridge Street Illegal Short-Term Rentals by Owner","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-010490ENF","1137 Green Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-010490ENF","1137 Green Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-010490ENF","1137 Green Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-010540ENF","160 Graystone Terrace Unit 2","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010540ENF","160 Graystone Terrace Unit 2","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010540ENF","160 Graystone Terrace Unit 2","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-010651ENF","774-778 Green Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010651ENF","774-778 Green Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010651ENF","774-778 Green Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-010697ENF","940 JONES ST","Completion Processing","NULL","019000000000000","000013000000000","Pending Review"
"2017-010697ENF","940 JONES ST","On Hold","NULL","018000000000000","017000000000000","Pending Review"
"2017-010697ENF","940 JONES ST","Analysis","NULL","017001000000000","019018000000000","Pending Review"
"2017-010838ENF","1114-1118 Montgomery Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010838ENF","1114-1118 Montgomery Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010838ENF","1114-1118 Montgomery Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-010975ENF","4407 Kirkham Street Unit 1 Illegal Short-Term Rentals by Tenant Concern","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-010975ENF","4407 Kirkham Street Unit 1 Illegal Short-Term Rentals by Tenant Concern","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-010975ENF","4407 Kirkham Street Unit 1 Illegal Short-Term Rentals by Tenant Concern","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011269ENF","325 Wayland Street Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011269ENF","325 Wayland Street Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011269ENF","325 Wayland Street Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011312ENF","200 Brannan, Unit 410 Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011312ENF","200 Brannan, Unit 410 Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011312ENF","200 Brannan, Unit 410 Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011362ENF","905 Ashbury Street Ongoing Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011362ENF","905 Ashbury Street Ongoing Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011362ENF","905 Ashbury Street Ongoing Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011395ENF","159 SYLVAN DR","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-011395ENF","159 SYLVAN DR","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2017-011395ENF","159 SYLVAN DR","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2017-011413ENF","845 Pine Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011413ENF","845 Pine Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011413ENF","845 Pine Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011494ENF","433-435 Corbett Avenue Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011494ENF","433-435 Corbett Avenue Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011494ENF","433-435 Corbett Avenue Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011561ENF","1332-1338 Mason Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011561ENF","1332-1338 Mason Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011561ENF","1332-1338 Mason Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011728ENF","2361 BAY ST","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011728ENF","2361 BAY ST","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011728ENF","2361 BAY ST","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011842ENF","1474A 15th Street Possible Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011842ENF","1474A 15th Street Possible Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011842ENF","1474A 15th Street Possible Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011852ENF","3241-3247 25th Street Potential Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011852ENF","3241-3247 25th Street Potential Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011852ENF","3241-3247 25th Street Potential Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011860ENF","631-633 29th Avenue Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011860ENF","631-633 29th Avenue Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011860ENF","631-633 29th Avenue Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011862ENF","1586-1588 19th Avenue Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011862ENF","1586-1588 19th Avenue Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011862ENF","1586-1588 19th Avenue Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011931ENF","601 ALABAMA ST","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011931ENF","601 ALABAMA ST","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011931ENF","601 ALABAMA ST","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-011933ENF","183 Russ Street Short-Term Rentals by TIC Co-Owner in 1 Dwelling Unit","Completion Processing","NULL","019000000000000","000013000000000","Open"
"2017-011933ENF","183 Russ Street Short-Term Rentals by TIC Co-Owner in 1 Dwelling Unit","On Hold","NULL","018000000000000","017000000000000","Open"
"2017-011933ENF","183 Russ Street Short-Term Rentals by TIC Co-Owner in 1 Dwelling Unit","Analysis","NULL","017001000000000","019018000000000","Open"
"2017-012206ENF","1189 De Haro Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Submitted"
"2017-012206ENF","1189 De Haro Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Submitted"
"2017-012206ENF","1189 De Haro Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Submitted"
"2017-012286ENF","1719 PALOU AVE","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-012286ENF","1719 PALOU AVE","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2017-012286ENF","1719 PALOU AVE","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2017-012680ENF","655 Alvadrado St","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-012680ENF","655 Alvadrado St","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2017-012680ENF","655 Alvadrado St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-012682ENF","5 Lunado Way","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2017-012682ENF","5 Lunado Way","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2017-012682ENF","5 Lunado Way","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2017-012699ENF","261 Amber Dr","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2017-012699ENF","261 Amber Dr","On Hold","NULL","018000000000000","017000000000000","Pending Closure"
"2017-012699ENF","261 Amber Dr","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2017-012709ENF","399 FREMONT ST","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-012709ENF","399 FREMONT ST","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2017-012709ENF","399 FREMONT ST","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2017-012837ENF","201 Ashton Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-012837ENF","201 Ashton Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-012837ENF","201 Ashton Ave","Analysis","NULL","017001000000000","019018000000000","On Hold"
"2017-012879ENF","2420 Taraval St","Completion Processing","In Progress","019000000000000","000013000000000","On Hold"
"2017-012879ENF","2420 Taraval St","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-012879ENF","2420 Taraval St","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-012990ENF","1146 Potrero Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-012990ENF","1146 Potrero Ave","On Hold","NULL","018000000000000","017000000000000","On Hold"
"2017-012990ENF","1146 Potrero Ave","Analysis","NULL","017001000000000","019018000000000","On Hold"
"2017-012992ENF","2417 Green","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-012992ENF","2417 Green","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-012992ENF","2417 Green","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-013013ENF","49 Hopkins Ave","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-013013ENF","49 Hopkins Ave","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-013013ENF","49 Hopkins Ave","Analysis","NULL","017001000000000","019018000000000","On Hold"
"2017-013023ENF","1451 Green St","Completion Processing","NULL","019000000000000","000013000000000","Pending Review"
"2017-013023ENF","1451 Green St","On Hold","NULL","018000000000000","017000000000000","Pending Review"
"2017-013023ENF","1451 Green St","Analysis","Under Review","017001000000000","019018000000000","Pending Review"
"2017-013028ENF","75 Topeka - Rear Horizontal Addition","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2017-013028ENF","75 Topeka - Rear Horizontal Addition","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2017-013028ENF","75 Topeka - Rear Horizontal Addition","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2017-013137ENF","400-402 Murray St","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2017-013137ENF","400-402 Murray St","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
